# PyFAI 1D azimuthal integration
# Input file: E:/Sample2/CK2-0.3s-insuit-006-300-to-700/CK2-0.3s-insuit-006-300-to-700_saxs/series_1410_data_000001.h5
# Dataset: /entry/data/data
# Timestamp: Thu Apr 23 16:31:26 2026
# Radial	Intensity	Sigma
2.475450e+00	3.026633e+00	2.051532e-02
2.479921e+00	3.032997e+00	2.054927e-02
2.484393e+00	2.962006e+00	2.028274e-02
2.488864e+00	2.982000e+00	2.032032e-02
2.493335e+00	2.992373e+00	2.036710e-02
2.497807e+00	2.946295e+00	2.019446e-02
2.502278e+00	2.947997e+00	2.019198e-02
2.506749e+00	2.919653e+00	2.009771e-02
2.511220e+00	2.908795e+00	2.006406e-02
2.515692e+00	2.906671e+00	2.001088e-02
2.520163e+00	2.917818e+00	2.003537e-02
2.524634e+00	2.901869e+00	2.001752e-02
2.529105e+00	2.835117e+00	1.977060e-02
2.533577e+00	2.855222e+00	1.979500e-02
2.538048e+00	2.820522e+00	1.967066e-02
2.542519e+00	2.844393e+00	1.976536e-02
2.546990e+00	2.832546e+00	1.972667e-02
2.551462e+00	2.772383e+00	1.949302e-02
2.555933e+00	2.754322e+00	1.941269e-02
2.560404e+00	2.781509e+00	1.951095e-02
2.564875e+00	2.742699e+00	1.940164e-02
2.569347e+00	2.707537e+00	1.925833e-02
2.573818e+00	2.717966e+00	1.926860e-02
2.578289e+00	2.690936e+00	1.913822e-02
2.582760e+00	2.690631e+00	1.916575e-02
2.587232e+00	2.668396e+00	1.912044e-02
2.591703e+00	2.661829e+00	1.907440e-02
2.596174e+00	2.687752e+00	1.912024e-02
2.600645e+00	2.644865e+00	1.897432e-02
2.605117e+00	2.626910e+00	1.889363e-02
2.609588e+00	2.609556e+00	1.884542e-02
2.614059e+00	2.580172e+00	1.874982e-02
2.618530e+00	2.612122e+00	1.879703e-02
2.623002e+00	2.600442e+00	1.878515e-02
2.627473e+00	2.513369e+00	1.848941e-02
2.631944e+00	2.581320e+00	1.871847e-02
2.636415e+00	2.549447e+00	1.858889e-02
2.640887e+00	2.535735e+00	1.852364e-02
2.645358e+00	2.522359e+00	1.847770e-02
2.649829e+00	2.510512e+00	1.843901e-02
2.654300e+00	2.497270e+00	1.838160e-02
2.658772e+00	2.491539e+00	1.836206e-02
2.663243e+00	2.493404e+00	1.838640e-02
2.667714e+00	2.422329e+00	1.810349e-02
2.672185e+00	2.429494e+00	1.811018e-02
2.676657e+00	2.427975e+00	1.810598e-02
2.681128e+00	2.452034e+00	1.817774e-02
2.685599e+00	2.411014e+00	1.802626e-02
2.690070e+00	2.363801e+00	1.788178e-02
2.694542e+00	2.397090e+00	1.797487e-02
2.699013e+00	2.367185e+00	1.786809e-02
2.703484e+00	2.366993e+00	1.786852e-02
2.707955e+00	2.348946e+00	1.777057e-02
2.712427e+00	2.369880e+00	1.782719e-02
2.716898e+00	2.322320e+00	1.763968e-02
2.721369e+00	2.305791e+00	1.764110e-02
2.725840e+00	2.285254e+00	1.752587e-02
2.730312e+00	2.304176e+00	1.758046e-02
2.734783e+00	2.283133e+00	1.747075e-02
2.739254e+00	2.306194e+00	1.754128e-02
2.743725e+00	2.289857e+00	1.751615e-02
2.748197e+00	2.273717e+00	1.744590e-02
2.752668e+00	2.249017e+00	1.734643e-02
2.757139e+00	2.232199e+00	1.727766e-02
2.761611e+00	2.244487e+00	1.734298e-02
2.766082e+00	2.236264e+00	1.730376e-02
2.770553e+00	2.233863e+00	1.727347e-02
2.775024e+00	2.199610e+00	1.713955e-02
2.779496e+00	2.200953e+00	1.715556e-02
2.783967e+00	2.187726e+00	1.708950e-02
2.788438e+00	2.209332e+00	1.716065e-02
2.792909e+00	2.211312e+00	1.714997e-02
2.797381e+00	2.171315e+00	1.703826e-02
2.801852e+00	2.141627e+00	1.691403e-02
2.806323e+00	2.181198e+00	1.704253e-02
2.810794e+00	2.152811e+00	1.692874e-02
2.815266e+00	2.121066e+00	1.682093e-02
2.819737e+00	2.112040e+00	1.679203e-02
2.824208e+00	2.095213e+00	1.669664e-02
2.828679e+00	2.095890e+00	1.670533e-02
2.833151e+00	2.061905e+00	1.657665e-02
2.837622e+00	2.089921e+00	1.666906e-02
2.842093e+00	2.076753e+00	1.661102e-02
2.846564e+00	2.066167e+00	1.659507e-02
2.851036e+00	2.080247e+00	1.664466e-02
2.855507e+00	2.053876e+00	1.652868e-02
2.859978e+00	2.046014e+00	1.648000e-02
2.864449e+00	2.037608e+00	1.645051e-02
2.868921e+00	2.045075e+00	1.647620e-02
2.873392e+00	2.024585e+00	1.639629e-02
2.877863e+00	2.032873e+00	1.642788e-02
2.882334e+00	2.019129e+00	1.638335e-02
2.886806e+00	1.998108e+00	1.629904e-02
2.891277e+00	1.973364e+00	1.615709e-02
2.895748e+00	1.968076e+00	1.615484e-02
2.900219e+00	1.986321e+00	1.623715e-02
2.904691e+00	1.954107e+00	1.608316e-02
2.909162e+00	1.980592e+00	1.616925e-02
2.913633e+00	1.958956e+00	1.612174e-02
2.918104e+00	1.958305e+00	1.609409e-02
2.922576e+00	1.947401e+00	1.602216e-02
2.927047e+00	1.939301e+00	1.598920e-02
2.931518e+00	1.933946e+00	1.594383e-02
2.935989e+00	1.940070e+00	1.603844e-02
2.940461e+00	1.898945e+00	1.582583e-02
2.944932e+00	1.905400e+00	1.584774e-02
2.949403e+00	1.894924e+00	1.582626e-02
2.953874e+00	1.898114e+00	1.584242e-02
2.958346e+00	1.897006e+00	1.583406e-02
2.962817e+00	1.861091e+00	1.569763e-02
2.967288e+00	1.858641e+00	1.567330e-02
2.971759e+00	1.842288e+00	1.561178e-02
2.976231e+00	1.883057e+00	1.577084e-02
2.980702e+00	1.823816e+00	1.556015e-02
2.985173e+00	1.800948e+00	1.545413e-02
2.989644e+00	1.846640e+00	1.562819e-02
2.994116e+00	1.839872e+00	1.559502e-02
2.998587e+00	1.815037e+00	1.548582e-02
3.003058e+00	1.797225e+00	1.538278e-02
3.007529e+00	1.791083e+00	1.537442e-02
3.012001e+00	1.804644e+00	1.542649e-02
3.016472e+00	1.798127e+00	1.543061e-02
3.020943e+00	1.803485e+00	1.539918e-02
3.025415e+00	1.783726e+00	1.529161e-02
3.029886e+00	1.812422e+00	1.541770e-02
3.034357e+00	1.789835e+00	1.531642e-02
3.038828e+00	1.763136e+00	1.525196e-02
3.043300e+00	1.736793e+00	1.514379e-02
3.047771e+00	1.764006e+00	1.523478e-02
3.052242e+00	1.777058e+00	1.528307e-02
3.056713e+00	1.757526e+00	1.523081e-02
3.061185e+00	1.754964e+00	1.547154e-02
3.065656e+00	1.696913e+00	1.545146e-02
3.070127e+00	1.690271e+00	1.559859e-02
3.074598e+00	1.680980e+00	1.571549e-02
3.079070e+00	1.656412e+00	1.574001e-02
3.083541e+00	1.632913e+00	1.572625e-02
3.088012e+00	1.633144e+00	1.580145e-02
3.092483e+00	1.632852e+00	1.587981e-02
3.096955e+00	1.619863e+00	1.586009e-02
3.101426e+00	1.602493e+00	1.587920e-02
3.105897e+00	1.623731e+00	1.608359e-02
3.110368e+00	1.587982e+00	1.598606e-02
3.114840e+00	1.574434e+00	1.596891e-02
3.119311e+00	1.581416e+00	1.604877e-02
3.123782e+00	1.577616e+00	1.612831e-02
3.128253e+00	1.555928e+00	1.608793e-02
3.132725e+00	1.555584e+00	1.610800e-02
3.137196e+00	1.544962e+00	1.613895e-02
3.141667e+00	1.519709e+00	1.610520e-02
3.146138e+00	1.517491e+00	1.614168e-02
3.150610e+00	1.503040e+00	1.612948e-02
3.155081e+00	1.505764e+00	1.620908e-02
3.159552e+00	1.494084e+00	1.619275e-02
3.164023e+00	1.492831e+00	1.620671e-02
3.168495e+00	1.464669e+00	1.620675e-02
3.172966e+00	1.462860e+00	1.621499e-02
3.177437e+00	1.481573e+00	1.630773e-02
3.181908e+00	1.463459e+00	1.630674e-02
3.186380e+00	1.476481e+00	1.640956e-02
3.190851e+00	1.443742e+00	1.629370e-02
3.195322e+00	1.438528e+00	1.635231e-02
3.199793e+00	1.447732e+00	1.635706e-02
3.204265e+00	1.437001e+00	1.632512e-02
3.208736e+00	1.423445e+00	1.626289e-02
3.213207e+00	1.397722e+00	1.622749e-02
3.217678e+00	1.440222e+00	1.641309e-02
3.222150e+00	1.415434e+00	1.632702e-02
3.226621e+00	1.402488e+00	1.626863e-02
3.231092e+00	1.380644e+00	1.618292e-02
3.235563e+00	1.363351e+00	1.620295e-02
3.240035e+00	1.375244e+00	1.625269e-02
3.244506e+00	1.372206e+00	1.635906e-02
3.248977e+00	1.398781e+00	1.691258e-02
3.253448e+00	1.412960e+00	1.711037e-02
3.257920e+00	1.408821e+00	1.729036e-02
3.262391e+00	1.433890e+00	1.758605e-02
3.266862e+00	1.444859e+00	1.773248e-02
3.271333e+00	1.459688e+00	1.797976e-02
3.275805e+00	1.487202e+00	1.822735e-02
3.280276e+00	1.472981e+00	1.826185e-02
3.284747e+00	1.519179e+00	1.863288e-02
3.289218e+00	1.517178e+00	1.874705e-02
3.293690e+00	1.513364e+00	1.891290e-02
3.298161e+00	1.492445e+00	1.893144e-02
3.302632e+00	1.537846e+00	1.926316e-02
3.307104e+00	1.513656e+00	1.925188e-02
3.311575e+00	1.525505e+00	1.944408e-02
3.316046e+00	1.520937e+00	1.952467e-02
3.320517e+00	1.489490e+00	1.956173e-02
3.324989e+00	1.543001e+00	1.993858e-02
3.329460e+00	1.547375e+00	2.007730e-02
3.333931e+00	1.544480e+00	2.013259e-02
3.338402e+00	1.562740e+00	2.038411e-02
3.342874e+00	1.521750e+00	2.028329e-02
3.347345e+00	1.515363e+00	2.043986e-02
3.351816e+00	1.529599e+00	2.063876e-02
3.356287e+00	1.563584e+00	2.083284e-02
3.360759e+00	1.537324e+00	2.082201e-02
3.365230e+00	1.500348e+00	2.076471e-02
3.369701e+00	1.568184e+00	2.118168e-02
3.374172e+00	1.536507e+00	2.104935e-02
3.378644e+00	1.555737e+00	2.125075e-02
3.383115e+00	1.529050e+00	2.120346e-02
3.387586e+00	1.544453e+00	2.143566e-02
3.392057e+00	1.519423e+00	2.131054e-02
3.396529e+00	1.520155e+00	2.150625e-02
3.401000e+00	1.515912e+00	2.160098e-02
3.405471e+00	1.560559e+00	2.193111e-02
3.409942e+00	1.525070e+00	2.188402e-02
3.414414e+00	1.548603e+00	2.226407e-02
3.418885e+00	1.555374e+00	2.231092e-02
3.423356e+00	1.543514e+00	2.240057e-02
3.427827e+00	1.539210e+00	2.244862e-02
3.432299e+00	1.560966e+00	2.279806e-02
3.436770e+00	1.542316e+00	2.278162e-02
3.441241e+00	1.557435e+00	2.294486e-02
3.445712e+00	1.593100e+00	2.337088e-02
3.450184e+00	1.559914e+00	2.327362e-02
3.454655e+00	1.585622e+00	2.359197e-02
3.459126e+00	1.562927e+00	2.353165e-02
3.463597e+00	1.585516e+00	2.380906e-02
3.468069e+00	1.590610e+00	2.401895e-02
3.472540e+00	1.599702e+00	2.419199e-02
3.477011e+00	1.620588e+00	2.449659e-02
3.481482e+00	1.596496e+00	2.447151e-02
3.485954e+00	1.591096e+00	2.462929e-02
3.490425e+00	1.602146e+00	2.471118e-02
3.494896e+00	1.623108e+00	2.502709e-02
3.499367e+00	1.605352e+00	2.505196e-02
3.503839e+00	1.615120e+00	2.529400e-02
3.508310e+00	1.545421e+00	2.487699e-02
3.512781e+00	1.628673e+00	2.541078e-02
3.517252e+00	1.621716e+00	2.544967e-02
3.521724e+00	1.592345e+00	2.549091e-02
3.526195e+00	1.530852e+00	2.505697e-02
3.530666e+00	1.615633e+00	2.572986e-02
3.535137e+00	1.592947e+00	2.569291e-02
3.539609e+00	1.589788e+00	2.576040e-02
3.544080e+00	1.586347e+00	2.577815e-02
3.548551e+00	1.628464e+00	2.622116e-02
3.553022e+00	1.599685e+00	2.612870e-02
3.557494e+00	1.568862e+00	2.595779e-02
3.561965e+00	1.533520e+00	2.582580e-02
3.566436e+00	1.572729e+00	2.615994e-02
3.570908e+00	1.582363e+00	2.636054e-02
3.575379e+00	1.541898e+00	2.618817e-02
3.579850e+00	1.552601e+00	2.637122e-02
3.584321e+00	1.534988e+00	2.627138e-02
3.588793e+00	1.576463e+00	2.676833e-02
3.593264e+00	1.552359e+00	2.660257e-02
3.597735e+00	1.517718e+00	2.649828e-02
3.602206e+00	1.526431e+00	2.662703e-02
3.606678e+00	1.528136e+00	2.668293e-02
3.611149e+00	1.508510e+00	2.672251e-02
3.615620e+00	1.508334e+00	2.680757e-02
3.620091e+00	1.536124e+00	2.702634e-02
3.624563e+00	1.547874e+00	2.731226e-02
3.629034e+00	1.499669e+00	2.703493e-02
3.633505e+00	1.486647e+00	2.691654e-02
3.637976e+00	1.521145e+00	2.738694e-02
3.642448e+00	1.516754e+00	2.735147e-02
3.646919e+00	1.462343e+00	2.712003e-02
3.651390e+00	1.495964e+00	2.739026e-02
3.655861e+00	1.520457e+00	2.782069e-02
3.660333e+00	1.416831e+00	2.730667e-02
3.664804e+00	1.505142e+00	2.783313e-02
3.669275e+00	1.480690e+00	2.769903e-02
3.673746e+00	1.497698e+00	2.814900e-02
3.678218e+00	1.486710e+00	2.814290e-02
3.682689e+00	1.493451e+00	2.819550e-02
3.687160e+00	1.458367e+00	2.817470e-02
3.691631e+00	1.466716e+00	2.844300e-02
3.696103e+00	1.416764e+00	2.800802e-02
3.700574e+00	1.502323e+00	2.873012e-02
3.705045e+00	1.466250e+00	2.854147e-02
3.709516e+00	1.491754e+00	2.879011e-02
3.713988e+00	1.476475e+00	2.882243e-02
3.718459e+00	1.476185e+00	2.909974e-02
3.722930e+00	1.481678e+00	2.907282e-02
3.727401e+00	1.465182e+00	2.911237e-02
3.731873e+00	1.440335e+00	2.926125e-02
3.736344e+00	1.434356e+00	2.914849e-02
3.740815e+00	1.475188e+00	2.953265e-02
3.745286e+00	1.463426e+00	2.965730e-02
3.749758e+00	1.440926e+00	2.940077e-02
3.754229e+00	1.471996e+00	2.989779e-02
3.758700e+00	1.481515e+00	3.013948e-02
3.763171e+00	1.450522e+00	2.993755e-02
3.767643e+00	1.370522e+00	2.943993e-02
3.772114e+00	1.462396e+00	3.030598e-02
3.776585e+00	1.435636e+00	3.027355e-02
3.781056e+00	1.436720e+00	3.047597e-02
3.785528e+00	1.417884e+00	3.040750e-02
3.789999e+00	1.374488e+00	3.011399e-02
3.794470e+00	1.421638e+00	3.064903e-02
3.798941e+00	1.384708e+00	3.022908e-02
3.803413e+00	1.416306e+00	3.057025e-02
3.807884e+00	1.421758e+00	3.063192e-02
3.812355e+00	1.353856e+00	3.023458e-02
3.816826e+00	1.381252e+00	3.040453e-02
3.821298e+00	1.400661e+00	3.046916e-02
3.825769e+00	1.365365e+00	3.030449e-02
3.830240e+00	1.384390e+00	3.055772e-02
3.834712e+00	1.375402e+00	3.045293e-02
3.839183e+00	1.391787e+00	3.065640e-02
3.843654e+00	1.353795e+00	3.052823e-02
3.848125e+00	1.382649e+00	3.093158e-02
3.852597e+00	1.354771e+00	3.091441e-02
3.857068e+00	1.378823e+00	3.105770e-02
3.861539e+00	1.354446e+00	3.105536e-02
3.866010e+00	1.357483e+00	3.122125e-02
3.870482e+00	1.325773e+00	3.108353e-02
3.874953e+00	1.400234e+00	3.182610e-02
3.879424e+00	1.369046e+00	3.167492e-02
3.883895e+00	1.344134e+00	3.172576e-02
3.888367e+00	1.355822e+00	3.179721e-02
3.892838e+00	1.362373e+00	3.214468e-02
3.897309e+00	1.326034e+00	3.172411e-02
3.901780e+00	1.343331e+00	3.193869e-02
3.906252e+00	1.408043e+00	3.286503e-02
3.910723e+00	1.384850e+00	3.268335e-02
3.915194e+00	1.348810e+00	3.256026e-02
3.919665e+00	1.335790e+00	3.274819e-02
3.924137e+00	1.386564e+00	3.323499e-02
3.928608e+00	1.344928e+00	3.305150e-02
3.933079e+00	1.343892e+00	3.324305e-02
3.937550e+00	1.309277e+00	3.322215e-02
3.942022e+00	1.329976e+00	3.335604e-02
3.946493e+00	1.354712e+00	3.376664e-02
3.950964e+00	1.276100e+00	3.314987e-02
3.955435e+00	1.300480e+00	3.348316e-02
3.959907e+00	1.354214e+00	3.417591e-02
3.964378e+00	1.326520e+00	3.417259e-02
3.968849e+00	1.286878e+00	3.410662e-02
3.973320e+00	1.377605e+00	3.493170e-02
3.977792e+00	1.316567e+00	3.459632e-02
3.982263e+00	1.233801e+00	3.404078e-02
3.986734e+00	1.284193e+00	3.473128e-02
3.991205e+00	1.274516e+00	3.482097e-02
3.995677e+00	1.296998e+00	3.493414e-02
4.000148e+00	1.255297e+00	3.490420e-02
4.004619e+00	1.295476e+00	3.574158e-02
4.009090e+00	1.267645e+00	3.560040e-02
4.013562e+00	1.214926e+00	3.526148e-02
4.018033e+00	1.271254e+00	3.606341e-02
4.022504e+00	1.268515e+00	3.613993e-02
4.026975e+00	1.274597e+00	3.640159e-02
4.031447e+00	1.264193e+00	3.641381e-02
4.035918e+00	1.209454e+00	3.633653e-02
4.040389e+00	1.201125e+00	3.631586e-02
4.044860e+00	1.242444e+00	3.691813e-02
4.049332e+00	1.189561e+00	3.652135e-02
4.053803e+00	1.228197e+00	3.718597e-02
4.058274e+00	1.246922e+00	3.741316e-02
4.062745e+00	1.194242e+00	3.736506e-02
4.067217e+00	1.264304e+00	3.825629e-02
4.071688e+00	1.212590e+00	3.782528e-02
4.076159e+00	1.212991e+00	3.805677e-02
4.080630e+00	1.181650e+00	3.816438e-02
4.085102e+00	1.250987e+00	3.912675e-02
4.089573e+00	1.142604e+00	3.841577e-02
4.094044e+00	1.207362e+00	3.913400e-02
4.098516e+00	1.199389e+00	3.908606e-02
4.102987e+00	1.164624e+00	3.916471e-02
4.107458e+00	1.152676e+00	3.935675e-02
4.111929e+00	1.177148e+00	3.992700e-02
4.116401e+00	1.168255e+00	3.993232e-02
4.120872e+00	1.204224e+00	4.074551e-02
4.125343e+00	1.198059e+00	4.086718e-02
4.129814e+00	1.166282e+00	4.106594e-02
4.134286e+00	1.136128e+00	4.098325e-02
4.138757e+00	1.075838e+00	4.074732e-02
4.143228e+00	1.093464e+00	4.113320e-02
4.147699e+00	1.135854e+00	4.202237e-02
4.152171e+00	1.116812e+00	4.214029e-02
4.156642e+00	1.068115e+00	4.198694e-02
4.161113e+00	1.140573e+00	4.275945e-02
4.165584e+00	1.034556e+00	4.221648e-02
4.170056e+00	1.098525e+00	4.275085e-02
4.174527e+00	1.121621e+00	4.316718e-02
4.178998e+00	1.072022e+00	4.317839e-02
4.183469e+00	1.094597e+00	4.419685e-02
4.187941e+00	1.094012e+00	4.429589e-02
4.192412e+00	1.035672e+00	4.417087e-02
4.196883e+00	1.044003e+00	4.447100e-02
4.201354e+00	1.020074e+00	4.499937e-02
4.205826e+00	1.029361e+00	4.565620e-02
4.210297e+00	1.060388e+00	4.581748e-02
4.214768e+00	1.009476e+00	4.591136e-02
4.219239e+00	1.023201e+00	4.617037e-02
4.223711e+00	1.038478e+00	4.683505e-02
4.228182e+00	9.990382e-01	4.742580e-02
4.232653e+00	9.887918e-01	4.726723e-02
4.237124e+00	9.816970e-01	4.755773e-02
4.241596e+00	9.812483e-01	4.840488e-02
4.246067e+00	1.001545e+00	4.872592e-02
4.250538e+00	9.264468e-01	4.809056e-02
4.255009e+00	9.550115e-01	4.959996e-02
4.259481e+00	9.621333e-01	5.049540e-02
4.263952e+00	8.855617e-01	5.004111e-02
4.268423e+00	8.504899e-01	4.984443e-02
4.272894e+00	8.340737e-01	5.013141e-02
4.277366e+00	8.918190e-01	5.139435e-02
4.281837e+00	8.552044e-01	5.211935e-02
4.286308e+00	8.809671e-01	5.279000e-02
4.290779e+00	7.565742e-01	5.175916e-02
4.295251e+00	8.630510e-01	5.366970e-02
4.299722e+00	7.641714e-01	5.350341e-02
4.304193e+00	8.277594e-01	5.561091e-02
4.308664e+00	7.989646e-01	5.529772e-02
4.313136e+00	8.204728e-01	5.552781e-02
4.317607e+00	7.305114e-01	5.484026e-02
4.322078e+00	7.711427e-01	5.718428e-02
4.326549e+00	7.630588e-01	5.793396e-02
4.331021e+00	8.229534e-01	5.976080e-02
4.335492e+00	7.738871e-01	6.019535e-02
4.339963e+00	7.591153e-01	6.105296e-02
4.344434e+00	6.521009e-01	6.052487e-02
4.348906e+00	7.434106e-01	6.311402e-02
4.353377e+00	7.216376e-01	6.303558e-02
4.357848e+00	7.624723e-01	6.500310e-02
4.362320e+00	8.561295e-01	6.810914e-02
4.366791e+00	7.107811e-01	6.729844e-02
4.371262e+00	7.587553e-01	7.119690e-02
4.375733e+00	7.093253e-01	7.172331e-02
4.380205e+00	8.130351e-01	7.374855e-02
4.384676e+00	7.509738e-01	7.367995e-02
4.389147e+00	7.926983e-01	7.597041e-02
4.393618e+00	7.322294e-01	8.013535e-02
4.398090e+00	6.464670e-01	7.793994e-02
4.402561e+00	7.947003e-01	8.479147e-02
4.407032e+00	7.646698e-01	8.824389e-02
4.411503e+00	7.167064e-01	8.902260e-02
4.415975e+00	8.428953e-01	9.625658e-02
4.420446e+00	7.852127e-01	9.803580e-02
4.424917e+00	7.743807e-01	1.033839e-01
4.429388e+00	7.681142e-01	1.079758e-01
4.433860e+00	7.787589e-01	1.144146e-01
4.438331e+00	7.979162e-01	1.185413e-01
4.442802e+00	6.232589e-01	1.254475e-01
4.447273e+00	6.366743e-01	1.384859e-01
4.451745e+00	7.759939e-01	1.605387e-01
4.456216e+00	7.740480e-01	1.784506e-01
4.460687e+00	5.415480e-01	2.006506e-01
4.465158e+00	7.001296e-01	2.604237e-01
4.469630e+00	1.049802e+00	4.585606e-01
