# PyFAI 1D azimuthal integration
# Input file: E:/Sample2/CK2-0.3s-insuit-006-300-to-700/CK2-0.3s-insuit-006-300-to-700_saxs/series_1410_data_000001.h5
# Dataset: /entry/data/data
# Timestamp: Thu Apr 23 16:31:26 2026
# Radial	Intensity	Sigma
3.203057e-01	5.937508e+03	1.623926e+00
3.247770e-01	5.628186e+03	1.567106e+00
3.292482e-01	5.333481e+03	1.513180e+00
3.337195e-01	5.063625e+03	1.462994e+00
3.381907e-01	4.813704e+03	1.414763e+00
3.426620e-01	4.578239e+03	1.368095e+00
3.471332e-01	4.357234e+03	1.323950e+00
3.516045e-01	4.150658e+03	1.282910e+00
3.560757e-01	3.947337e+03	1.242211e+00
3.605470e-01	3.757228e+03	1.203015e+00
3.650183e-01	3.585519e+03	1.166607e+00
3.694895e-01	3.418976e+03	1.130790e+00
3.739608e-01	3.265893e+03	1.097872e+00
3.784320e-01	3.116043e+03	1.065350e+00
3.829033e-01	2.979764e+03	1.034767e+00
3.873745e-01	2.846168e+03	1.004384e+00
3.918458e-01	2.721443e+03	9.754710e-01
3.963170e-01	2.606010e+03	9.488944e-01
4.007883e-01	2.494323e+03	9.228969e-01
4.052595e-01	2.387824e+03	8.971434e-01
4.097308e-01	2.286479e+03	8.722547e-01
4.142020e-01	2.188657e+03	8.480158e-01
4.186733e-01	2.099217e+03	8.259531e-01
4.231446e-01	2.014604e+03	8.048122e-01
4.276158e-01	1.934366e+03	7.840137e-01
4.320871e-01	1.855280e+03	7.628582e-01
4.365583e-01	1.781506e+03	7.430027e-01
4.410296e-01	1.712037e+03	7.247687e-01
4.455008e-01	1.647469e+03	7.075014e-01
4.499721e-01	1.584114e+03	6.898921e-01
4.544433e-01	1.522457e+03	6.722047e-01
4.589146e-01	1.466613e+03	6.564005e-01
4.633858e-01	1.411816e+03	6.408886e-01
4.678571e-01	1.358183e+03	6.254430e-01
4.723284e-01	1.308282e+03	6.103557e-01
4.767996e-01	1.261459e+03	5.958105e-01
4.812709e-01	1.215587e+03	5.821757e-01
4.857421e-01	1.171992e+03	5.694484e-01
4.902134e-01	1.130241e+03	5.565925e-01
4.946846e-01	1.091314e+03	5.438166e-01
4.991559e-01	1.053708e+03	5.312740e-01
5.036271e-01	1.015708e+03	5.193940e-01
5.080984e-01	9.804517e+02	5.084291e-01
5.125696e-01	9.487745e+02	4.977718e-01
5.170409e-01	9.164471e+02	4.864089e-01
5.215121e-01	8.865565e+02	4.759359e-01
5.259834e-01	8.574629e+02	4.663336e-01
5.304547e-01	8.286122e+02	4.568934e-01
5.349259e-01	8.015807e+02	4.472069e-01
5.393972e-01	7.765564e+02	4.376308e-01
5.438684e-01	7.520600e+02	4.286782e-01
5.483397e-01	7.286623e+02	4.206559e-01
5.528109e-01	7.048444e+02	4.122038e-01
5.572822e-01	6.831132e+02	4.037771e-01
5.617534e-01	6.614723e+02	3.951156e-01
5.662247e-01	6.410978e+02	3.874599e-01
5.706959e-01	6.234076e+02	3.811649e-01
5.751672e-01	6.040218e+02	3.737489e-01
5.796385e-01	5.852487e+02	3.658811e-01
5.841097e-01	5.678994e+02	3.585302e-01
5.885810e-01	5.516276e+02	3.522074e-01
5.930522e-01	5.359724e+02	3.464289e-01
5.975235e-01	5.193043e+02	3.395990e-01
6.019947e-01	5.046935e+02	3.329282e-01
6.064660e-01	4.909181e+02	3.268304e-01
6.109372e-01	4.769417e+02	3.212838e-01
6.154085e-01	4.633853e+02	3.159388e-01
6.198797e-01	4.504285e+02	3.100619e-01
6.243510e-01	4.383332e+02	3.042336e-01
6.288222e-01	4.260352e+02	2.987044e-01
6.332935e-01	4.148187e+02	2.941745e-01
6.377648e-01	4.032080e+02	2.892511e-01
6.422360e-01	3.924719e+02	2.839882e-01
6.467073e-01	3.821385e+02	2.787950e-01
6.511785e-01	3.719260e+02	2.740973e-01
6.556498e-01	3.617029e+02	2.698654e-01
6.601210e-01	3.531394e+02	2.659022e-01
6.645923e-01	3.436291e+02	2.609013e-01
6.690635e-01	3.341494e+02	2.560507e-01
6.735348e-01	3.261226e+02	2.523241e-01
6.780060e-01	3.180510e+02	2.487438e-01
6.824773e-01	3.099270e+02	2.446209e-01
6.869486e-01	3.027560e+02	2.405584e-01
6.914198e-01	2.951816e+02	2.365789e-01
6.958911e-01	2.874067e+02	2.329893e-01
7.003623e-01	2.808166e+02	2.298892e-01
7.048336e-01	2.738306e+02	2.260143e-01
7.093048e-01	2.674190e+02	2.222469e-01
7.137761e-01	2.609685e+02	2.188107e-01
7.182473e-01	2.546168e+02	2.158206e-01
7.227186e-01	2.489903e+02	2.129625e-01
7.271898e-01	2.427792e+02	2.093198e-01
7.316611e-01	2.366990e+02	2.057297e-01
7.361324e-01	2.320551e+02	2.031842e-01
7.406036e-01	2.265889e+02	2.004353e-01
7.450749e-01	2.211905e+02	1.974249e-01
7.495461e-01	2.163112e+02	1.943487e-01
7.540174e-01	2.109130e+02	1.911429e-01
7.584886e-01	2.064329e+02	1.887813e-01
7.629599e-01	2.017834e+02	1.863551e-01
7.674311e-01	1.973516e+02	1.836410e-01
7.719024e-01	1.932321e+02	1.809010e-01
7.763736e-01	1.886676e+02	1.781343e-01
7.808449e-01	1.842477e+02	1.756972e-01
7.853161e-01	1.807367e+02	1.737018e-01
7.897874e-01	1.765259e+02	1.710237e-01
7.942587e-01	1.730260e+02	1.686279e-01
7.987299e-01	1.694789e+02	1.664230e-01
8.032012e-01	1.661432e+02	1.645042e-01
8.076724e-01	1.625377e+02	1.622855e-01
8.121437e-01	1.591269e+02	1.599873e-01
8.166149e-01	1.557057e+02	1.576574e-01
8.210862e-01	1.526863e+02	1.557284e-01
8.255574e-01	1.494526e+02	1.538017e-01
8.300287e-01	1.464504e+02	1.518759e-01
8.344999e-01	1.430999e+02	1.495599e-01
8.389712e-01	1.403218e+02	1.476495e-01
8.434425e-01	1.375071e+02	1.458552e-01
8.479137e-01	1.346223e+02	1.455703e-01
8.523850e-01	1.319359e+02	1.451372e-01
8.568562e-01	1.291924e+02	1.440636e-01
8.613275e-01	1.267875e+02	1.430480e-01
8.657987e-01	1.240187e+02	1.417185e-01
8.702700e-01	1.216897e+02	1.406148e-01
8.747412e-01	1.192465e+02	1.393535e-01
8.792125e-01	1.171213e+02	1.382156e-01
8.836837e-01	1.148126e+02	1.368472e-01
8.881550e-01	1.127477e+02	1.356534e-01
8.926262e-01	1.105622e+02	1.343679e-01
8.970975e-01	1.081996e+02	1.329754e-01
9.015688e-01	1.060688e+02	1.316908e-01
9.060400e-01	1.038732e+02	1.302130e-01
9.105113e-01	1.020254e+02	1.290393e-01
9.149825e-01	1.000506e+02	1.278202e-01
9.194538e-01	9.798744e+01	1.264602e-01
9.239250e-01	9.659444e+01	1.243056e-01
9.283963e-01	9.506383e+01	1.217907e-01
9.328675e-01	9.339661e+01	1.198366e-01
9.373388e-01	9.151342e+01	1.179271e-01
9.418100e-01	8.997690e+01	1.163843e-01
9.462813e-01	8.833607e+01	1.153976e-01
9.507526e-01	8.687707e+01	1.153708e-01
9.552238e-01	8.532737e+01	1.147000e-01
9.596951e-01	8.409850e+01	1.140997e-01
9.641663e-01	8.270033e+01	1.132371e-01
9.686376e-01	8.128713e+01	1.121908e-01
9.731088e-01	8.015192e+01	1.112342e-01
9.775801e-01	7.913168e+01	1.103553e-01
9.820513e-01	7.770969e+01	1.091605e-01
9.865226e-01	7.618763e+01	1.079474e-01
9.909938e-01	7.485146e+01	1.069537e-01
9.954651e-01	7.377766e+01	1.061386e-01
9.999363e-01	7.240533e+01	1.050915e-01
1.004408e+00	7.146767e+01	1.044065e-01
1.008879e+00	7.032331e+01	1.035232e-01
1.013350e+00	6.910226e+01	1.025189e-01
1.017821e+00	6.782693e+01	1.014626e-01
1.022293e+00	6.687338e+01	1.007113e-01
1.026764e+00	6.567995e+01	9.976722e-02
1.031235e+00	6.467240e+01	9.896567e-02
1.035706e+00	6.370851e+01	9.812792e-02
1.040178e+00	6.263511e+01	9.714903e-02
1.044649e+00	6.159094e+01	9.627289e-02
1.049120e+00	6.065576e+01	9.554328e-02
1.053591e+00	5.946178e+01	9.452161e-02
1.058063e+00	5.851866e+01	9.365772e-02
1.062534e+00	5.745699e+01	9.267385e-02
1.067005e+00	5.678078e+01	9.207511e-02
1.071476e+00	5.565641e+01	9.109632e-02
1.075948e+00	5.476947e+01	9.032824e-02
1.080419e+00	5.378802e+01	8.936971e-02
1.084890e+00	5.301886e+01	8.860873e-02
1.089361e+00	5.243024e+01	8.809253e-02
1.093833e+00	5.143234e+01	8.719276e-02
1.098304e+00	5.068732e+01	8.645857e-02
1.102775e+00	4.994130e+01	8.566993e-02
1.107246e+00	4.921212e+01	8.497954e-02
1.111718e+00	4.832207e+01	8.416709e-02
1.116189e+00	4.765606e+01	8.355416e-02
1.120660e+00	4.711724e+01	8.298624e-02
1.125131e+00	4.648798e+01	8.226117e-02
1.129603e+00	4.565506e+01	8.144847e-02
1.134074e+00	4.513718e+01	8.203264e-02
1.138545e+00	4.455730e+01	8.231483e-02
1.143016e+00	4.380733e+01	8.204716e-02
1.147488e+00	4.314882e+01	8.168575e-02
1.151959e+00	4.264913e+01	8.131590e-02
1.156430e+00	4.211010e+01	8.044680e-02
1.160901e+00	4.134359e+01	7.870631e-02
1.165373e+00	4.089330e+01	7.780167e-02
1.169844e+00	4.014970e+01	7.682013e-02
1.174315e+00	3.959933e+01	7.626698e-02
1.178787e+00	3.929815e+01	7.603451e-02
1.183258e+00	3.858636e+01	7.530086e-02
1.187729e+00	3.800458e+01	7.456594e-02
1.192200e+00	3.766180e+01	7.407607e-02
1.196672e+00	3.692683e+01	7.324050e-02
1.201143e+00	3.648927e+01	7.276472e-02
1.205614e+00	3.590330e+01	7.203306e-02
1.210085e+00	3.539043e+01	7.134116e-02
1.214557e+00	3.508555e+01	7.096484e-02
1.219028e+00	3.457762e+01	7.038698e-02
1.223499e+00	3.411654e+01	6.981700e-02
1.227970e+00	3.359248e+01	6.914672e-02
1.232442e+00	3.316782e+01	6.858786e-02
1.236913e+00	3.277145e+01	6.811998e-02
1.241384e+00	3.237511e+01	6.764844e-02
1.245855e+00	3.190223e+01	6.705279e-02
1.250327e+00	3.152824e+01	6.654249e-02
1.254798e+00	3.105920e+01	6.593449e-02
1.259269e+00	3.061030e+01	6.542815e-02
1.263740e+00	3.030169e+01	6.503750e-02
1.268212e+00	2.995249e+01	6.448884e-02
1.272683e+00	2.960632e+01	6.396147e-02
1.277154e+00	2.898972e+01	6.315035e-02
1.281625e+00	2.865848e+01	6.271343e-02
1.286097e+00	2.832728e+01	6.225437e-02
1.290568e+00	2.804282e+01	6.180764e-02
1.295039e+00	2.774595e+01	6.131381e-02
1.299510e+00	2.740096e+01	6.083118e-02
1.303982e+00	2.698654e+01	6.044988e-02
1.308453e+00	2.662618e+01	6.072566e-02
1.312924e+00	2.629367e+01	6.072370e-02
1.317395e+00	2.597323e+01	6.068145e-02
1.321867e+00	2.569791e+01	6.066232e-02
1.326338e+00	2.539468e+01	6.051898e-02
1.330809e+00	2.510109e+01	6.032599e-02
1.335280e+00	2.480293e+01	6.010896e-02
1.339752e+00	2.449215e+01	5.991122e-02
1.344223e+00	2.428494e+01	5.985424e-02
1.348694e+00	2.397014e+01	5.960143e-02
1.353165e+00	2.371218e+01	5.937508e-02
1.357637e+00	2.345446e+01	5.914662e-02
1.362108e+00	2.304851e+01	5.874079e-02
1.366579e+00	2.287399e+01	5.864478e-02
1.371050e+00	2.266949e+01	5.847455e-02
1.375522e+00	2.230359e+01	5.806307e-02
1.379993e+00	2.215502e+01	5.797315e-02
1.384464e+00	2.183084e+01	5.763569e-02
1.388935e+00	2.165365e+01	5.751950e-02
1.393407e+00	2.138989e+01	5.722219e-02
1.397878e+00	2.102020e+01	5.678207e-02
1.402349e+00	2.085941e+01	5.666499e-02
1.406820e+00	2.069843e+01	5.651573e-02
1.411292e+00	2.042618e+01	5.619377e-02
1.415763e+00	2.019100e+01	5.592806e-02
1.420234e+00	2.002587e+01	5.572192e-02
1.424705e+00	1.979600e+01	5.541804e-02
1.429177e+00	1.956988e+01	5.512343e-02
1.433648e+00	1.940008e+01	5.487638e-02
1.438119e+00	1.916244e+01	5.454395e-02
1.442591e+00	1.898287e+01	5.436901e-02
1.447062e+00	1.876280e+01	5.407729e-02
1.451533e+00	1.856064e+01	5.383629e-02
1.456004e+00	1.836553e+01	5.363624e-02
1.460476e+00	1.814803e+01	5.335923e-02
1.464947e+00	1.795802e+01	5.311697e-02
1.469418e+00	1.778133e+01	5.292164e-02
1.473889e+00	1.746708e+01	5.252363e-02
1.478361e+00	1.728827e+01	5.239541e-02
1.482832e+00	1.712788e+01	5.226888e-02
1.487303e+00	1.696601e+01	5.204791e-02
1.491774e+00	1.676373e+01	5.172648e-02
1.496246e+00	1.661181e+01	5.151845e-02
1.500717e+00	1.651789e+01	5.145054e-02
1.505188e+00	1.627166e+01	5.112323e-02
1.509659e+00	1.608552e+01	5.083767e-02
1.514131e+00	1.598563e+01	5.069702e-02
1.518602e+00	1.573912e+01	5.034484e-02
1.523073e+00	1.561782e+01	5.021020e-02
1.527544e+00	1.553877e+01	5.014410e-02
1.532016e+00	1.524977e+01	4.964837e-02
1.536487e+00	1.518818e+01	4.956911e-02
1.540958e+00	1.494880e+01	4.923033e-02
1.545429e+00	1.482762e+01	4.911080e-02
1.549901e+00	1.466563e+01	4.885121e-02
1.554372e+00	1.451843e+01	4.859968e-02
1.558843e+00	1.431652e+01	4.824597e-02
1.563314e+00	1.406205e+01	4.785068e-02
1.567786e+00	1.404627e+01	4.792934e-02
1.572257e+00	1.394113e+01	4.777006e-02
1.576728e+00	1.376772e+01	4.742146e-02
1.581199e+00	1.362023e+01	4.718094e-02
1.585671e+00	1.338772e+01	4.685833e-02
1.590142e+00	1.332490e+01	4.681909e-02
1.594613e+00	1.323730e+01	4.661606e-02
1.599084e+00	1.319715e+01	4.652261e-02
1.603556e+00	1.306388e+01	4.632965e-02
1.608027e+00	1.295342e+01	4.623309e-02
1.612498e+00	1.285255e+01	4.608348e-02
1.616969e+00	1.265206e+01	4.566097e-02
1.621441e+00	1.259044e+01	4.551197e-02
1.625912e+00	1.248736e+01	4.532885e-02
1.630383e+00	1.238668e+01	4.518122e-02
1.634854e+00	1.216245e+01	4.472766e-02
1.639326e+00	1.205260e+01	4.447157e-02
1.643797e+00	1.207379e+01	4.449752e-02
1.648268e+00	1.181505e+01	4.397610e-02
1.652739e+00	1.175667e+01	4.389010e-02
1.657211e+00	1.162790e+01	4.361792e-02
1.661682e+00	1.149732e+01	4.330915e-02
1.666153e+00	1.142647e+01	4.316023e-02
1.670624e+00	1.130216e+01	4.291012e-02
1.675096e+00	1.120806e+01	4.271435e-02
1.679567e+00	1.106274e+01	4.240475e-02
1.684038e+00	1.098326e+01	4.222748e-02
1.688509e+00	1.093465e+01	4.212429e-02
1.692981e+00	1.082861e+01	4.188406e-02
1.697452e+00	1.073032e+01	4.166018e-02
1.701923e+00	1.063198e+01	4.143039e-02
1.706395e+00	1.051916e+01	4.119961e-02
1.710866e+00	1.037006e+01	4.089792e-02
1.715337e+00	1.035597e+01	4.084166e-02
1.719808e+00	1.024094e+01	4.060598e-02
1.724280e+00	1.011850e+01	4.033382e-02
1.728751e+00	1.008266e+01	4.020689e-02
1.733222e+00	9.943040e+00	3.986442e-02
1.737693e+00	9.803034e+00	3.952249e-02
1.742165e+00	9.669831e+00	3.923105e-02
1.746636e+00	9.662556e+00	3.923995e-02
1.751107e+00	9.525455e+00	3.890393e-02
1.755578e+00	9.467828e+00	3.874901e-02
1.760050e+00	9.313095e+00	3.836661e-02
1.764521e+00	9.266748e+00	3.831142e-02
1.768992e+00	9.102867e+00	3.795392e-02
1.773463e+00	9.112809e+00	3.794602e-02
1.777935e+00	8.972389e+00	3.758235e-02
1.782406e+00	8.874254e+00	3.734256e-02
1.786877e+00	8.909524e+00	3.748358e-02
1.791348e+00	8.757792e+00	3.715303e-02
1.795820e+00	8.613021e+00	3.675788e-02
1.800291e+00	8.593718e+00	3.667773e-02
1.804762e+00	8.532205e+00	3.653134e-02
1.809233e+00	8.391376e+00	3.627325e-02
1.813705e+00	8.315404e+00	3.610354e-02
1.818176e+00	8.204101e+00	3.576671e-02
1.822647e+00	8.185427e+00	3.569481e-02
1.827118e+00	8.120849e+00	3.557866e-02
1.831590e+00	8.071773e+00	3.550212e-02
1.836061e+00	8.034488e+00	3.542389e-02
1.840532e+00	7.946950e+00	3.512713e-02
1.845003e+00	7.909792e+00	3.503063e-02
1.849475e+00	7.744326e+00	3.466437e-02
1.853946e+00	7.659945e+00	3.448970e-02
1.858417e+00	7.656473e+00	3.447678e-02
1.862888e+00	7.536395e+00	3.410254e-02
1.867360e+00	7.539237e+00	3.409969e-02
1.871831e+00	7.428720e+00	3.384656e-02
1.876302e+00	7.444864e+00	3.386457e-02
1.880773e+00	7.361025e+00	3.362843e-02
1.885245e+00	7.266083e+00	3.339105e-02
1.889716e+00	7.248010e+00	3.336358e-02
1.894187e+00	7.133708e+00	3.308202e-02
1.898658e+00	7.101182e+00	3.299168e-02
1.903130e+00	7.049478e+00	3.282659e-02
1.907601e+00	7.002731e+00	3.270903e-02
1.912072e+00	6.912126e+00	3.246876e-02
1.916543e+00	6.899760e+00	3.243506e-02
1.921015e+00	6.810188e+00	3.219992e-02
1.925486e+00	6.779048e+00	3.212136e-02
1.929957e+00	6.750249e+00	3.203278e-02
1.934428e+00	6.729419e+00	3.197109e-02
1.938900e+00	6.600276e+00	3.163530e-02
1.943371e+00	6.562928e+00	3.152631e-02
1.947842e+00	6.551916e+00	3.148078e-02
1.952313e+00	6.437877e+00	3.120114e-02
1.956785e+00	6.373600e+00	3.157289e-02
1.961256e+00	6.326809e+00	3.191252e-02
1.965727e+00	6.237039e+00	3.198148e-02
1.970199e+00	6.205606e+00	3.210751e-02
1.974670e+00	6.158295e+00	3.216166e-02
1.979141e+00	6.116986e+00	3.226896e-02
1.983612e+00	6.002733e+00	3.217765e-02
1.988084e+00	5.982974e+00	3.230253e-02
1.992555e+00	5.887981e+00	3.213716e-02
1.997026e+00	5.929003e+00	3.238950e-02
2.001497e+00	5.876250e+00	3.238752e-02
2.005969e+00	5.804228e+00	3.234592e-02
2.010440e+00	5.701169e+00	3.219798e-02
2.014911e+00	5.648221e+00	3.212099e-02
2.019382e+00	5.626962e+00	3.215030e-02
2.023854e+00	5.580088e+00	3.212009e-02
2.028325e+00	5.516564e+00	3.209954e-02
2.032796e+00	5.609480e+00	3.189025e-02
2.037267e+00	5.563007e+00	3.125302e-02
2.041739e+00	5.535406e+00	3.090638e-02
2.046210e+00	5.453816e+00	3.049894e-02
2.050681e+00	5.428404e+00	3.033856e-02
2.055152e+00	5.446162e+00	3.031660e-02
2.059624e+00	5.317142e+00	2.976913e-02
2.064095e+00	5.291218e+00	2.960326e-02
2.068566e+00	5.302359e+00	2.958609e-02
2.073037e+00	5.234386e+00	2.933376e-02
2.077509e+00	5.194613e+00	2.914608e-02
2.081980e+00	5.177228e+00	2.902908e-02
2.086451e+00	5.122884e+00	2.882181e-02
2.090922e+00	5.065308e+00	2.860685e-02
2.095394e+00	5.066932e+00	2.857306e-02
2.099865e+00	5.034742e+00	2.842199e-02
2.104336e+00	4.975771e+00	2.818438e-02
2.108807e+00	4.972572e+00	2.816215e-02
2.113279e+00	4.971604e+00	2.813761e-02
2.117750e+00	4.896120e+00	2.786430e-02
2.122221e+00	4.909927e+00	2.788123e-02
2.126692e+00	4.848833e+00	2.764766e-02
2.131164e+00	4.816741e+00	2.750797e-02
2.135635e+00	4.818668e+00	2.749071e-02
2.140106e+00	4.774695e+00	2.735484e-02
2.144577e+00	4.699585e+00	2.712686e-02
2.149049e+00	4.691165e+00	2.705911e-02
2.153520e+00	4.651052e+00	2.689398e-02
2.157991e+00	4.630196e+00	2.682062e-02
2.162462e+00	4.526183e+00	2.646935e-02
2.166934e+00	4.539795e+00	2.647555e-02
2.171405e+00	4.513299e+00	2.634968e-02
2.175876e+00	4.534698e+00	2.634644e-02
2.180347e+00	4.524741e+00	2.625682e-02
2.184819e+00	4.451037e+00	2.600747e-02
2.189290e+00	4.314983e+00	2.557332e-02
2.193761e+00	4.401307e+00	2.580114e-02
2.198232e+00	4.306289e+00	2.537865e-02
2.202704e+00	4.309709e+00	2.533320e-02
2.207175e+00	4.301999e+00	2.529416e-02
2.211646e+00	4.299160e+00	2.528053e-02
2.216117e+00	4.261383e+00	2.513633e-02
2.220589e+00	4.237048e+00	2.499990e-02
2.225060e+00	4.227919e+00	2.489141e-02
2.229531e+00	4.215278e+00	2.486065e-02
2.234003e+00	4.143262e+00	2.462381e-02
2.238474e+00	4.158514e+00	2.465895e-02
2.242945e+00	4.104344e+00	2.445339e-02
2.247416e+00	4.099643e+00	2.444569e-02
2.251888e+00	4.022155e+00	2.418435e-02
2.256359e+00	4.033786e+00	2.420192e-02
2.260830e+00	4.022380e+00	2.413644e-02
2.265301e+00	3.975107e+00	2.396107e-02
2.269773e+00	3.937874e+00	2.385747e-02
2.274244e+00	3.942257e+00	2.385697e-02
2.278715e+00	3.924871e+00	2.378041e-02
2.283186e+00	3.929001e+00	2.375772e-02
2.287658e+00	3.871613e+00	2.352589e-02
2.292129e+00	3.849583e+00	2.348120e-02
2.296600e+00	3.858743e+00	2.352422e-02
2.301071e+00	3.836841e+00	2.343385e-02
2.305543e+00	3.810092e+00	2.332110e-02
2.310014e+00	3.792582e+00	2.326439e-02
2.314485e+00	3.723897e+00	2.304705e-02
2.318956e+00	3.700842e+00	2.295901e-02
2.323428e+00	3.689287e+00	2.293384e-02
2.327899e+00	3.660317e+00	2.284519e-02
2.332370e+00	3.663442e+00	2.283770e-02
2.336841e+00	3.600025e+00	2.261209e-02
2.341313e+00	3.635441e+00	2.274230e-02
2.345784e+00	3.612938e+00	2.264892e-02
2.350255e+00	3.575364e+00	2.252248e-02
2.354726e+00	3.549835e+00	2.242934e-02
2.359198e+00	3.580066e+00	2.253514e-02
2.363669e+00	3.500989e+00	2.230101e-02
2.368140e+00	3.463848e+00	2.219894e-02
2.372611e+00	3.460721e+00	2.214772e-02
2.377083e+00	3.425036e+00	2.198982e-02
2.381554e+00	3.419253e+00	2.198660e-02
2.386025e+00	3.417672e+00	2.199235e-02
2.390496e+00	3.357060e+00	2.178116e-02
2.394968e+00	3.386588e+00	2.187490e-02
2.399439e+00	3.324865e+00	2.163579e-02
2.403910e+00	3.318657e+00	2.160765e-02
2.408381e+00	3.310744e+00	2.159560e-02
2.412853e+00	3.275045e+00	2.146515e-02
2.417324e+00	3.207001e+00	2.120128e-02
2.421795e+00	3.251071e+00	2.134538e-02
2.426266e+00	3.189915e+00	2.116714e-02
2.430738e+00	3.172848e+00	2.109488e-02
2.435209e+00	3.155725e+00	2.104026e-02
2.439680e+00	3.131186e+00	2.091785e-02
2.444151e+00	3.148516e+00	2.094222e-02
2.448623e+00	3.131979e+00	2.091054e-02
2.453094e+00	3.129274e+00	2.091195e-02
2.457565e+00	3.103216e+00	2.079239e-02
2.462036e+00	3.084663e+00	2.070871e-02
2.466508e+00	3.079565e+00	2.070050e-02
2.470979e+00	3.090099e+00	2.075108e-02
2.475450e+00	3.020972e+00	2.049096e-02
2.479921e+00	3.003078e+00	2.042289e-02
2.484393e+00	2.979090e+00	2.034628e-02
2.488864e+00	3.021462e+00	2.046135e-02
2.493335e+00	2.997484e+00	2.037503e-02
2.497807e+00	2.968269e+00	2.029987e-02
2.502278e+00	2.928384e+00	2.009768e-02
2.506749e+00	2.963581e+00	2.024275e-02
2.511220e+00	2.935710e+00	2.011763e-02
2.515692e+00	2.872714e+00	1.988488e-02
2.520163e+00	2.936155e+00	2.011053e-02
2.524634e+00	2.834116e+00	1.976376e-02
2.529105e+00	2.859433e+00	1.984604e-02
2.533577e+00	2.817885e+00	1.971086e-02
2.538048e+00	2.787469e+00	1.958241e-02
2.542519e+00	2.820112e+00	1.969682e-02
2.546990e+00	2.830262e+00	1.974100e-02
2.551462e+00	2.771888e+00	1.950989e-02
