# PyFAI 1D azimuthal integration
# Input file: E:/Sample2/CK2-0.3s-insuit-006-300-to-700/CK2-0.3s-insuit-006-300-to-700_saxs/series_1410_data_000001.h5
# Dataset: /entry/data/data
# Timestamp: Thu Apr 23 16:34:33 2026
# Radial	Intensity	Sigma
2.934782e-01	7.309874e+03	1.914499e+00
2.979494e-01	6.912534e+03	1.840778e+00
3.024207e-01	6.520003e+03	1.768066e+00
3.068919e-01	6.172094e+03	1.702921e+00
3.113632e-01	5.844583e+03	1.642093e+00
3.158345e-01	5.542508e+03	1.584228e+00
3.203057e-01	5.247423e+03	1.526544e+00
3.247770e-01	4.974933e+03	1.473415e+00
3.292482e-01	4.724302e+03	1.424239e+00
3.337195e-01	4.489085e+03	1.377473e+00
3.381907e-01	4.261103e+03	1.330980e+00
3.426620e-01	4.055434e+03	1.287478e+00
3.471332e-01	3.857053e+03	1.245465e+00
3.516045e-01	3.672753e+03	1.206659e+00
3.560757e-01	3.503120e+03	1.170286e+00
3.605470e-01	3.338600e+03	1.134123e+00
3.650183e-01	3.181566e+03	1.098853e+00
3.694895e-01	3.038414e+03	1.066083e+00
3.739608e-01	2.895964e+03	1.033875e+00
3.784320e-01	2.763844e+03	1.003408e+00
3.829033e-01	2.641173e+03	9.741355e-01
3.873745e-01	2.524982e+03	9.460401e-01
3.918458e-01	2.412799e+03	9.185061e-01
3.963170e-01	2.309324e+03	8.932666e-01
4.007883e-01	2.207385e+03	8.681149e-01
4.052595e-01	2.116731e+03	8.446633e-01
4.097308e-01	2.028661e+03	8.215730e-01
4.142020e-01	1.943137e+03	7.990178e-01
4.186733e-01	1.864842e+03	7.785910e-01
4.231446e-01	1.785006e+03	7.575952e-01
4.276158e-01	1.714161e+03	7.379844e-01
4.320871e-01	1.645379e+03	7.183390e-01
4.365583e-01	1.581358e+03	7.000911e-01
4.410296e-01	1.516225e+03	6.820269e-01
4.455008e-01	1.457225e+03	6.653078e-01
4.499721e-01	1.401212e+03	6.488162e-01
4.544433e-01	1.346050e+03	6.320346e-01
4.589146e-01	1.296903e+03	6.172473e-01
4.633858e-01	1.249595e+03	6.029772e-01
4.678571e-01	1.200310e+03	5.878993e-01
4.723284e-01	1.156641e+03	5.738941e-01
4.767996e-01	1.113255e+03	5.596216e-01
4.812709e-01	1.075228e+03	5.474891e-01
4.857421e-01	1.036483e+03	5.354606e-01
4.902134e-01	9.994259e+02	5.233489e-01
4.946846e-01	9.641029e+02	5.111321e-01
4.991559e-01	9.297484e+02	4.990051e-01
5.036271e-01	8.974009e+02	4.881633e-01
5.080984e-01	8.662570e+02	4.778348e-01
5.125696e-01	8.373790e+02	4.676279e-01
5.170409e-01	8.085608e+02	4.569099e-01
5.215121e-01	7.821047e+02	4.470519e-01
5.259834e-01	7.552086e+02	4.376655e-01
5.304547e-01	7.300874e+02	4.288647e-01
5.349259e-01	7.070675e+02	4.200599e-01
5.393972e-01	6.831794e+02	4.104541e-01
5.438684e-01	6.620288e+02	4.021522e-01
5.483397e-01	6.411909e+02	3.945404e-01
5.528109e-01	6.198713e+02	3.865372e-01
5.572822e-01	6.009362e+02	3.787199e-01
5.617534e-01	5.821447e+02	3.706864e-01
5.662247e-01	5.642408e+02	3.635348e-01
5.706959e-01	5.467490e+02	3.569392e-01
5.751672e-01	5.297245e+02	3.500440e-01
5.796385e-01	5.137242e+02	3.427911e-01
5.841097e-01	4.996480e+02	3.363007e-01
5.885810e-01	4.846338e+02	3.301130e-01
5.930522e-01	4.697503e+02	3.242418e-01
5.975235e-01	4.554645e+02	3.180047e-01
6.019947e-01	4.430353e+02	3.119374e-01
6.064660e-01	4.302224e+02	3.059738e-01
6.109372e-01	4.179661e+02	3.007843e-01
6.154085e-01	4.058552e+02	2.956688e-01
6.198797e-01	3.942728e+02	2.900870e-01
6.243510e-01	3.832434e+02	2.844574e-01
6.288222e-01	3.727584e+02	2.794304e-01
6.332935e-01	3.624058e+02	2.749631e-01
6.377648e-01	3.528205e+02	2.706064e-01
6.422360e-01	3.434868e+02	2.656952e-01
6.467073e-01	3.346559e+02	2.609481e-01
6.511785e-01	3.253925e+02	2.564056e-01
6.556498e-01	3.165575e+02	2.524621e-01
6.601210e-01	3.081389e+02	2.483342e-01
6.645923e-01	3.003606e+02	2.439086e-01
6.690635e-01	2.924658e+02	2.395811e-01
6.735348e-01	2.841047e+02	2.355002e-01
6.780060e-01	2.777762e+02	2.325001e-01
6.824773e-01	2.702524e+02	2.284615e-01
6.869486e-01	2.639991e+02	2.246817e-01
6.914198e-01	2.571528e+02	2.207996e-01
6.958911e-01	2.514332e+02	2.179722e-01
7.003623e-01	2.446492e+02	2.145518e-01
7.048336e-01	2.383295e+02	2.108313e-01
7.093048e-01	2.328976e+02	2.074201e-01
7.137761e-01	2.274782e+02	2.043253e-01
7.182473e-01	2.221793e+02	2.016390e-01
7.227186e-01	2.167331e+02	1.986504e-01
7.271898e-01	2.114854e+02	1.953392e-01
7.316611e-01	2.065378e+02	1.922238e-01
7.361324e-01	2.016915e+02	1.894249e-01
7.406036e-01	1.970403e+02	1.869102e-01
7.450749e-01	1.921167e+02	1.839950e-01
7.495461e-01	1.877867e+02	1.810914e-01
7.540174e-01	1.838777e+02	1.785340e-01
7.584886e-01	1.799832e+02	1.762724e-01
7.629599e-01	1.756622e+02	1.738182e-01
7.674311e-01	1.718757e+02	1.713546e-01
7.719024e-01	1.678934e+02	1.686002e-01
7.763736e-01	1.640330e+02	1.661008e-01
7.808449e-01	1.603783e+02	1.639366e-01
7.853161e-01	1.570357e+02	1.618970e-01
7.897874e-01	1.533480e+02	1.593925e-01
7.942587e-01	1.502232e+02	1.571441e-01
7.987299e-01	1.469270e+02	1.549696e-01
8.032012e-01	1.441181e+02	1.532132e-01
8.076724e-01	1.413092e+02	1.513390e-01
8.121437e-01	1.379849e+02	1.489564e-01
8.166149e-01	1.350928e+02	1.468637e-01
8.210862e-01	1.323421e+02	1.450329e-01
8.255574e-01	1.295331e+02	1.432042e-01
8.300287e-01	1.269035e+02	1.413689e-01
8.344999e-01	1.243673e+02	1.394344e-01
8.389712e-01	1.220513e+02	1.377193e-01
8.434425e-01	1.193472e+02	1.359111e-01
8.479137e-01	1.167319e+02	1.355415e-01
8.523850e-01	1.141971e+02	1.350068e-01
8.568562e-01	1.117623e+02	1.340121e-01
8.613275e-01	1.096965e+02	1.330640e-01
8.657987e-01	1.076123e+02	1.320389e-01
8.702700e-01	1.056301e+02	1.310107e-01
8.747412e-01	1.033074e+02	1.296922e-01
8.792125e-01	1.012065e+02	1.284997e-01
8.836837e-01	9.923712e+01	1.272421e-01
8.881550e-01	9.768694e+01	1.262564e-01
8.926262e-01	9.557605e+01	1.249300e-01
8.970975e-01	9.356297e+01	1.236453e-01
9.015688e-01	9.209969e+01	1.226799e-01
9.060400e-01	9.005116e+01	1.212361e-01
9.105113e-01	8.842412e+01	1.201372e-01
9.149825e-01	8.670473e+01	1.189782e-01
9.194538e-01	8.485722e+01	1.176817e-01
9.239250e-01	8.355585e+01	1.155996e-01
9.283963e-01	8.210844e+01	1.131754e-01
9.328675e-01	8.061200e+01	1.113457e-01
9.373388e-01	7.914999e+01	1.097047e-01
9.418100e-01	7.777943e+01	1.082284e-01
9.462813e-01	7.623088e+01	1.072036e-01
9.507526e-01	7.505691e+01	1.072537e-01
9.552238e-01	7.403323e+01	1.068689e-01
9.596951e-01	7.263799e+01	1.060288e-01
9.641663e-01	7.154049e+01	1.053359e-01
9.686376e-01	7.038699e+01	1.044163e-01
9.731088e-01	6.917892e+01	1.033115e-01
9.775801e-01	6.826010e+01	1.024708e-01
9.820513e-01	6.692554e+01	1.013065e-01
9.865226e-01	6.599445e+01	1.004780e-01
9.909938e-01	6.461744e+01	9.937655e-02
9.954651e-01	6.351445e+01	9.846960e-02
9.999363e-01	6.272306e+01	9.781902e-02
1.004408e+00	6.159606e+01	9.691904e-02
1.008879e+00	6.054786e+01	9.603193e-02
1.013350e+00	5.975612e+01	9.533260e-02
1.017821e+00	5.856367e+01	9.432048e-02
1.022293e+00	5.746560e+01	9.335642e-02
1.026764e+00	5.680718e+01	9.278978e-02
1.031235e+00	5.582888e+01	9.194934e-02
1.035706e+00	5.499807e+01	9.117397e-02
1.040178e+00	5.400382e+01	9.022142e-02
1.044649e+00	5.321925e+01	8.952227e-02
1.049120e+00	5.199046e+01	8.840074e-02
1.053591e+00	5.128688e+01	8.777300e-02
1.058063e+00	5.050489e+01	8.697684e-02
1.062534e+00	4.967290e+01	8.617778e-02
1.067005e+00	4.882253e+01	8.541741e-02
1.071476e+00	4.792467e+01	8.457762e-02
1.075948e+00	4.714347e+01	8.377525e-02
1.080419e+00	4.657171e+01	8.315719e-02
1.084890e+00	4.584176e+01	8.240467e-02
1.089361e+00	4.512970e+01	8.171988e-02
1.093833e+00	4.434993e+01	8.100320e-02
1.098304e+00	4.374619e+01	8.034602e-02
1.102775e+00	4.333387e+01	7.983096e-02
1.107246e+00	4.253613e+01	7.900122e-02
1.111718e+00	4.192755e+01	7.842177e-02
1.116189e+00	4.119135e+01	7.766695e-02
1.120660e+00	4.058270e+01	7.699151e-02
1.125131e+00	3.991034e+01	7.622623e-02
1.129603e+00	3.933033e+01	7.560752e-02
1.134074e+00	3.878952e+01	7.601050e-02
1.138545e+00	3.829746e+01	7.630616e-02
1.143016e+00	3.782836e+01	7.625601e-02
1.147488e+00	3.729183e+01	7.595625e-02
1.151959e+00	3.667660e+01	7.541723e-02
1.156430e+00	3.618546e+01	7.457438e-02
1.160901e+00	3.559745e+01	7.304548e-02
1.165373e+00	3.497319e+01	7.193494e-02
1.169844e+00	3.459018e+01	7.130197e-02
1.174315e+00	3.418289e+01	7.085744e-02
1.178787e+00	3.370724e+01	7.040714e-02
1.183258e+00	3.313244e+01	6.975255e-02
1.187729e+00	3.278074e+01	6.924358e-02
1.192200e+00	3.217592e+01	6.845745e-02
1.196672e+00	3.175793e+01	6.794622e-02
1.201143e+00	3.144288e+01	6.752337e-02
1.205614e+00	3.090184e+01	6.679552e-02
1.210085e+00	3.048722e+01	6.620506e-02
1.214557e+00	3.019388e+01	6.580701e-02
1.219028e+00	2.965490e+01	6.517594e-02
1.223499e+00	2.927700e+01	6.468365e-02
1.227970e+00	2.892353e+01	6.415574e-02
1.232442e+00	2.840686e+01	6.344172e-02
1.236913e+00	2.817895e+01	6.316485e-02
1.241384e+00	2.780756e+01	6.268910e-02
1.245855e+00	2.744543e+01	6.219956e-02
1.250327e+00	2.705653e+01	6.164185e-02
1.254798e+00	2.678256e+01	6.124220e-02
1.259269e+00	2.646423e+01	6.085432e-02
1.263740e+00	2.602735e+01	6.026628e-02
1.268212e+00	2.575807e+01	5.980977e-02
1.272683e+00	2.548331e+01	5.935562e-02
1.277154e+00	2.513906e+01	5.883871e-02
1.281625e+00	2.471079e+01	5.824260e-02
1.286097e+00	2.444106e+01	5.782419e-02
1.290568e+00	2.405618e+01	5.721528e-02
1.295039e+00	2.371146e+01	5.668741e-02
1.299510e+00	2.341018e+01	5.623335e-02
1.303982e+00	2.313782e+01	5.598615e-02
1.308453e+00	2.281838e+01	5.622969e-02
1.312924e+00	2.265568e+01	5.635749e-02
1.317395e+00	2.249986e+01	5.645304e-02
1.321867e+00	2.217484e+01	5.632116e-02
1.326338e+00	2.189528e+01	5.619562e-02
1.330809e+00	2.165519e+01	5.604781e-02
1.335280e+00	2.129557e+01	5.570229e-02
1.339752e+00	2.107755e+01	5.560059e-02
1.344223e+00	2.083785e+01	5.544890e-02
1.348694e+00	2.053097e+01	5.514820e-02
1.353165e+00	2.041041e+01	5.508974e-02
1.357637e+00	2.019560e+01	5.485976e-02
1.362108e+00	1.990687e+01	5.456701e-02
1.366579e+00	1.962377e+01	5.432912e-02
1.371050e+00	1.930170e+01	5.396296e-02
1.375522e+00	1.914663e+01	5.380140e-02
1.379993e+00	1.892093e+01	5.356680e-02
1.384464e+00	1.865178e+01	5.327996e-02
1.388935e+00	1.851020e+01	5.316376e-02
1.393407e+00	1.830055e+01	5.291671e-02
1.397878e+00	1.806290e+01	5.262316e-02
1.402349e+00	1.788475e+01	5.246799e-02
1.406820e+00	1.774334e+01	5.233888e-02
1.411292e+00	1.746406e+01	5.195245e-02
1.415763e+00	1.729439e+01	5.177587e-02
1.420234e+00	1.711259e+01	5.151046e-02
1.424705e+00	1.693000e+01	5.124625e-02
1.429177e+00	1.683434e+01	5.111545e-02
1.433648e+00	1.657219e+01	5.071228e-02
1.438119e+00	1.626893e+01	5.024310e-02
1.442591e+00	1.629790e+01	5.036584e-02
1.447062e+00	1.598503e+01	4.991732e-02
1.451533e+00	1.579894e+01	4.966645e-02
1.456004e+00	1.584369e+01	4.982944e-02
1.460476e+00	1.551013e+01	4.931726e-02
1.464947e+00	1.541552e+01	4.922950e-02
1.469418e+00	1.524993e+01	4.902327e-02
1.473889e+00	1.510330e+01	4.886701e-02
1.478361e+00	1.482512e+01	4.849327e-02
1.482832e+00	1.477494e+01	4.855205e-02
1.487303e+00	1.450096e+01	4.812638e-02
1.491774e+00	1.442754e+01	4.802652e-02
1.496246e+00	1.432090e+01	4.788163e-02
1.500717e+00	1.416619e+01	4.768030e-02
1.505188e+00	1.386212e+01	4.715278e-02
1.509659e+00	1.383680e+01	4.718660e-02
1.514131e+00	1.363022e+01	4.681942e-02
1.518602e+00	1.347644e+01	4.658192e-02
1.523073e+00	1.336194e+01	4.649748e-02
1.527544e+00	1.320094e+01	4.624153e-02
1.532016e+00	1.307614e+01	4.596716e-02
1.536487e+00	1.297808e+01	4.579825e-02
1.540958e+00	1.281461e+01	4.557723e-02
1.545429e+00	1.263697e+01	4.530913e-02
1.549901e+00	1.258185e+01	4.526803e-02
1.554372e+00	1.233420e+01	4.478164e-02
1.558843e+00	1.223964e+01	4.462148e-02
1.563314e+00	1.202838e+01	4.428895e-02
1.567786e+00	1.195380e+01	4.424220e-02
1.572257e+00	1.186449e+01	4.406736e-02
1.576728e+00	1.179949e+01	4.391918e-02
1.581199e+00	1.157837e+01	4.350910e-02
1.585671e+00	1.153491e+01	4.352504e-02
1.590142e+00	1.138237e+01	4.324690e-02
1.594613e+00	1.131460e+01	4.313156e-02
1.599084e+00	1.119939e+01	4.291015e-02
1.603556e+00	1.109235e+01	4.268980e-02
1.608027e+00	1.107085e+01	4.272625e-02
1.612498e+00	1.097896e+01	4.256791e-02
1.616969e+00	1.084248e+01	4.227546e-02
1.621441e+00	1.073155e+01	4.203802e-02
1.625912e+00	1.058901e+01	4.174346e-02
1.630383e+00	1.054991e+01	4.171702e-02
1.634854e+00	1.048162e+01	4.153948e-02
1.639326e+00	1.034333e+01	4.115918e-02
1.643797e+00	1.020720e+01	4.086545e-02
1.648268e+00	1.018715e+01	4.088566e-02
1.652739e+00	1.001682e+01	4.052782e-02
1.657211e+00	9.916071e+00	4.026900e-02
1.661682e+00	9.887602e+00	4.016503e-02
1.666153e+00	9.782549e+00	3.994165e-02
1.670624e+00	9.692994e+00	3.975391e-02
1.675096e+00	9.643895e+00	3.965845e-02
1.679567e+00	9.525208e+00	3.937309e-02
1.684038e+00	9.470421e+00	3.922373e-02
1.688509e+00	9.335168e+00	3.893323e-02
1.692981e+00	9.262426e+00	3.876141e-02
1.697452e+00	9.264379e+00	3.874201e-02
1.701923e+00	9.090564e+00	3.832053e-02
1.706395e+00	8.957030e+00	3.802163e-02
1.710866e+00	8.944448e+00	3.801003e-02
1.715337e+00	8.826288e+00	3.770621e-02
1.719808e+00	8.693152e+00	3.736851e-02
1.724280e+00	8.702162e+00	3.741369e-02
1.728751e+00	8.570134e+00	3.707092e-02
1.733222e+00	8.533956e+00	3.694808e-02
1.737693e+00	8.393429e+00	3.653638e-02
1.742165e+00	8.305205e+00	3.634710e-02
1.746636e+00	8.183398e+00	3.609403e-02
1.751107e+00	8.106549e+00	3.589260e-02
1.755578e+00	8.073775e+00	3.579342e-02
1.760050e+00	8.003040e+00	3.558778e-02
1.764521e+00	7.971371e+00	3.553015e-02
1.768992e+00	7.858836e+00	3.528960e-02
1.773463e+00	7.752131e+00	3.497766e-02
1.777935e+00	7.698742e+00	3.481287e-02
1.782406e+00	7.595433e+00	3.456649e-02
1.786877e+00	7.597643e+00	3.463132e-02
1.791348e+00	7.523166e+00	3.446779e-02
1.795820e+00	7.374679e+00	3.402422e-02
1.800291e+00	7.330359e+00	3.387499e-02
1.804762e+00	7.240582e+00	3.365144e-02
1.809233e+00	7.239260e+00	3.370568e-02
1.813705e+00	7.107350e+00	3.338043e-02
1.818176e+00	7.005653e+00	3.307485e-02
1.822647e+00	6.958553e+00	3.292638e-02
1.827118e+00	6.974436e+00	3.298059e-02
1.831590e+00	6.898356e+00	3.280183e-02
1.836061e+00	6.839951e+00	3.264568e-02
1.840532e+00	6.776067e+00	3.242828e-02
1.845003e+00	6.711686e+00	3.226203e-02
1.849475e+00	6.658152e+00	3.215720e-02
1.853946e+00	6.574354e+00	3.195833e-02
1.858417e+00	6.531379e+00	3.179968e-02
1.862888e+00	6.496880e+00	3.167164e-02
1.867360e+00	6.420195e+00	3.147371e-02
1.871831e+00	6.385019e+00	3.142707e-02
1.876302e+00	6.311935e+00	3.123511e-02
1.880773e+00	6.242065e+00	3.101059e-02
1.885245e+00	6.193169e+00	3.084860e-02
1.889716e+00	6.175106e+00	3.082378e-02
1.894187e+00	6.085302e+00	3.057041e-02
1.898658e+00	6.049644e+00	3.044989e-02
1.903130e+00	6.052670e+00	3.042446e-02
1.907601e+00	5.956002e+00	3.014680e-02
1.912072e+00	5.979441e+00	3.021762e-02
1.916543e+00	5.930836e+00	3.009899e-02
1.921015e+00	5.772457e+00	2.966272e-02
1.925486e+00	5.770193e+00	2.963936e-02
1.929957e+00	5.757277e+00	2.958709e-02
1.934428e+00	5.727242e+00	2.950936e-02
1.938900e+00	5.682129e+00	2.938816e-02
1.943371e+00	5.576222e+00	2.908225e-02
1.947842e+00	5.623159e+00	2.923774e-02
1.952313e+00	5.494905e+00	2.887006e-02
1.956785e+00	5.453035e+00	2.920149e-02
1.961256e+00	5.400430e+00	2.950364e-02
1.965727e+00	5.304572e+00	2.953701e-02
1.970199e+00	5.349998e+00	2.991183e-02
1.974670e+00	5.276521e+00	2.984055e-02
1.979141e+00	5.208621e+00	2.978858e-02
1.983612e+00	5.179587e+00	2.992346e-02
1.988084e+00	5.090881e+00	2.982679e-02
1.992555e+00	5.067597e+00	2.986165e-02
1.997026e+00	5.036822e+00	2.989237e-02
2.001497e+00	5.003371e+00	2.993833e-02
2.005969e+00	4.948225e+00	2.992035e-02
2.010440e+00	4.884683e+00	2.984269e-02
2.014911e+00	4.849958e+00	2.985723e-02
2.019382e+00	4.769188e+00	2.967174e-02
2.023854e+00	4.773559e+00	2.977121e-02
2.028325e+00	4.765438e+00	2.987535e-02
2.032796e+00	4.752127e+00	2.936568e-02
2.037267e+00	4.729257e+00	2.886068e-02
2.041739e+00	4.692587e+00	2.847346e-02
2.046210e+00	4.709717e+00	2.838552e-02
2.050681e+00	4.637786e+00	2.810268e-02
2.055152e+00	4.597944e+00	2.784758e-02
2.059624e+00	4.586360e+00	2.767972e-02
2.064095e+00	4.539311e+00	2.745929e-02
2.068566e+00	4.483399e+00	2.720919e-02
2.073037e+00	4.480881e+00	2.717137e-02
2.077509e+00	4.483838e+00	2.710653e-02
2.081980e+00	4.476068e+00	2.702635e-02
2.086451e+00	4.395042e+00	2.672253e-02
2.090922e+00	4.392615e+00	2.670432e-02
2.095394e+00	4.335680e+00	2.648091e-02
2.099865e+00	4.301648e+00	2.630566e-02
2.104336e+00	4.278959e+00	2.616227e-02
2.108807e+00	4.237884e+00	2.604928e-02
2.113279e+00	4.190034e+00	2.587059e-02
2.117750e+00	4.203734e+00	2.589339e-02
2.122221e+00	4.131194e+00	2.560728e-02
2.126692e+00	4.146910e+00	2.562371e-02
2.131164e+00	4.098863e+00	2.542758e-02
2.135635e+00	4.089693e+00	2.537484e-02
2.140106e+00	4.066479e+00	2.526700e-02
2.144577e+00	4.013586e+00	2.507249e-02
2.149049e+00	4.055754e+00	2.522550e-02
2.153520e+00	4.039915e+00	2.513873e-02
2.157991e+00	4.005288e+00	2.498974e-02
2.162462e+00	3.908168e+00	2.465554e-02
2.166934e+00	3.873630e+00	2.451289e-02
2.171405e+00	3.897169e+00	2.455518e-02
2.175876e+00	3.840316e+00	2.427343e-02
2.180347e+00	3.840721e+00	2.424749e-02
2.184819e+00	3.810454e+00	2.411972e-02
2.189290e+00	3.833107e+00	2.416786e-02
2.193761e+00	3.762845e+00	2.387534e-02
2.198232e+00	3.707629e+00	2.363559e-02
2.202704e+00	3.697468e+00	2.352635e-02
2.207175e+00	3.725131e+00	2.360885e-02
2.211646e+00	3.659726e+00	2.337763e-02
2.216117e+00	3.627463e+00	2.322546e-02
2.220589e+00	3.655393e+00	2.327825e-02
2.225060e+00	3.600174e+00	2.303161e-02
2.229531e+00	3.560796e+00	2.292453e-02
2.234003e+00	3.530244e+00	2.282435e-02
2.238474e+00	3.537736e+00	2.280517e-02
2.242945e+00	3.517926e+00	2.270216e-02
2.247416e+00	3.479292e+00	2.257264e-02
2.251888e+00	3.493009e+00	2.266452e-02
2.256359e+00	3.415884e+00	2.235240e-02
2.260830e+00	3.457585e+00	2.244381e-02
2.265301e+00	3.420753e+00	2.234089e-02
2.269773e+00	3.406181e+00	2.228812e-02
2.274244e+00	3.378069e+00	2.218289e-02
2.278715e+00	3.348710e+00	2.204693e-02
2.283186e+00	3.315929e+00	2.191199e-02
2.287658e+00	3.294925e+00	2.182842e-02
2.292129e+00	3.258075e+00	2.171586e-02
2.296600e+00	3.257101e+00	2.169518e-02
2.301071e+00	3.248697e+00	2.162887e-02
2.305543e+00	3.235363e+00	2.157954e-02
2.310014e+00	3.221318e+00	2.154467e-02
2.314485e+00	3.174121e+00	2.137944e-02
2.318956e+00	3.194110e+00	2.139843e-02
2.323428e+00	3.188790e+00	2.136372e-02
2.327899e+00	3.167148e+00	2.129181e-02
2.332370e+00	3.121506e+00	2.112910e-02
2.336841e+00	3.147671e+00	2.125497e-02
2.341313e+00	3.151262e+00	2.128783e-02
2.345784e+00	3.078995e+00	2.099529e-02
2.350255e+00	3.119560e+00	2.115611e-02
2.354726e+00	3.031852e+00	2.082964e-02
2.359198e+00	3.016521e+00	2.077580e-02
2.363669e+00	3.021277e+00	2.079713e-02
2.368140e+00	2.978779e+00	2.065713e-02
2.372611e+00	2.992591e+00	2.068985e-02
2.377083e+00	2.951705e+00	2.051251e-02
2.381554e+00	2.928025e+00	2.042091e-02
2.386025e+00	2.922294e+00	2.043588e-02
2.390496e+00	2.885321e+00	2.031064e-02
2.394968e+00	2.905252e+00	2.036176e-02
2.399439e+00	2.864829e+00	2.017650e-02
2.403910e+00	2.868168e+00	2.020800e-02
2.408381e+00	2.789521e+00	1.992220e-02
2.412853e+00	2.790368e+00	1.992065e-02
2.417324e+00	2.789985e+00	1.992159e-02
2.421795e+00	2.772204e+00	1.982079e-02
2.426266e+00	2.786365e+00	1.986567e-02
2.430738e+00	2.781758e+00	1.986701e-02
2.435209e+00	2.727135e+00	1.966880e-02
2.439680e+00	2.706472e+00	1.954751e-02
2.444151e+00	2.721856e+00	1.961895e-02
2.448623e+00	2.697701e+00	1.952261e-02
2.453094e+00	2.688190e+00	1.952280e-02
2.457565e+00	2.640264e+00	1.932040e-02
2.462036e+00	2.631087e+00	1.926359e-02
2.466508e+00	2.620124e+00	1.923396e-02
2.470979e+00	2.640461e+00	1.928958e-02
2.475450e+00	2.637158e+00	1.927806e-02
2.479921e+00	2.618165e+00	1.915834e-02
2.484393e+00	2.572459e+00	1.900822e-02
2.488864e+00	2.530615e+00	1.885836e-02
2.493335e+00	2.547498e+00	1.891775e-02
2.497807e+00	2.538288e+00	1.886421e-02
2.502278e+00	2.577561e+00	1.903239e-02
2.506749e+00	2.528869e+00	1.884822e-02
2.511220e+00	2.487885e+00	1.865908e-02
2.515692e+00	2.525560e+00	1.877627e-02
2.520163e+00	2.493885e+00	1.867571e-02
2.524634e+00	2.469976e+00	1.858703e-02
2.529105e+00	2.477325e+00	1.865383e-02
2.533577e+00	2.469683e+00	1.857762e-02
2.538048e+00	2.470658e+00	1.857183e-02
2.542519e+00	2.430691e+00	1.839863e-02
2.546990e+00	2.431019e+00	1.839855e-02
2.551462e+00	2.394219e+00	1.825170e-02
