# PyFAI 1D azimuthal integration
# Input file: E:/duizhao/ZSZ-Bkg-0.3s-003/ZSZ-Bkg-0.3s-003_saxs/series_1455_data_000001.h5
# Dataset: /entry/data/data
# Timestamp: Sat Apr 25 12:18:53 2026
# Radial	Intensity	Sigma
2.457565e+00	7.813738e+00	3.254032e-02
2.462036e+00	7.797385e+00	3.245959e-02
2.466508e+00	7.770443e+00	3.238616e-02
2.470979e+00	7.840218e+00	3.254572e-02
2.475450e+00	7.798491e+00	3.243180e-02
2.479921e+00	7.830156e+00	3.247565e-02
2.484393e+00	7.827498e+00	3.242159e-02
2.488864e+00	7.778564e+00	3.228821e-02
2.493335e+00	7.835986e+00	3.243254e-02
2.497807e+00	7.786941e+00	3.230134e-02
2.502278e+00	7.752057e+00	3.218767e-02
2.506749e+00	7.719026e+00	3.210278e-02
2.511220e+00	7.776928e+00	3.220810e-02
2.515692e+00	7.752316e+00	3.213665e-02
2.520163e+00	7.786206e+00	3.222753e-02
2.524634e+00	7.701805e+00	3.201884e-02
2.529105e+00	7.749988e+00	3.210127e-02
2.533577e+00	7.743993e+00	3.203744e-02
2.538048e+00	7.673550e+00	3.186159e-02
2.542519e+00	7.693884e+00	3.192148e-02
2.546990e+00	7.779421e+00	3.211589e-02
2.551462e+00	7.668710e+00	3.180738e-02
2.555933e+00	7.737129e+00	3.192642e-02
2.560404e+00	7.706459e+00	3.184050e-02
2.564875e+00	7.664870e+00	3.176832e-02
2.569347e+00	7.724087e+00	3.190119e-02
2.573818e+00	7.691967e+00	3.176309e-02
2.578289e+00	7.641351e+00	3.160156e-02
2.582760e+00	7.649970e+00	3.165640e-02
2.587232e+00	7.641716e+00	3.165273e-02
2.591703e+00	7.644902e+00	3.161560e-02
2.596174e+00	7.627830e+00	3.153317e-02
2.600645e+00	7.678477e+00	3.161919e-02
2.605117e+00	7.636241e+00	3.153058e-02
2.609588e+00	7.617912e+00	3.150808e-02
2.614059e+00	7.579771e+00	3.139640e-02
2.618530e+00	7.614913e+00	3.141128e-02
2.623002e+00	7.663212e+00	3.151168e-02
2.627473e+00	7.590636e+00	3.136180e-02
2.631944e+00	7.612739e+00	3.138271e-02
2.636415e+00	7.625517e+00	3.137806e-02
2.640887e+00	7.688758e+00	3.151956e-02
2.645358e+00	7.585736e+00	3.129643e-02
2.649829e+00	7.584954e+00	3.126987e-02
2.654300e+00	7.617545e+00	3.131743e-02
2.658772e+00	7.550875e+00	3.114275e-02
2.663243e+00	7.605626e+00	3.125302e-02
2.667714e+00	7.579148e+00	3.117961e-02
2.672185e+00	7.569739e+00	3.112300e-02
2.676657e+00	7.564770e+00	3.108987e-02
2.681128e+00	7.538122e+00	3.106323e-02
2.685599e+00	7.555707e+00	3.109717e-02
2.690070e+00	7.623903e+00	3.119414e-02
2.694542e+00	7.537426e+00	3.094601e-02
2.699013e+00	7.553239e+00	3.099101e-02
2.703484e+00	7.528244e+00	3.094032e-02
2.707955e+00	7.499073e+00	3.086414e-02
2.712427e+00	7.547793e+00	3.092792e-02
2.716898e+00	7.577422e+00	3.095911e-02
2.721369e+00	7.520938e+00	3.085769e-02
2.725840e+00	7.463889e+00	3.072634e-02
2.730312e+00	7.478901e+00	3.071221e-02
2.734783e+00	7.514657e+00	3.073754e-02
2.739254e+00	7.518066e+00	3.074254e-02
2.743725e+00	7.465942e+00	3.066453e-02
2.748197e+00	7.448484e+00	3.061900e-02
2.752668e+00	7.496999e+00	3.067199e-02
2.757139e+00	7.502230e+00	3.065288e-02
2.761611e+00	7.511784e+00	3.068599e-02
2.766082e+00	7.471246e+00	3.059609e-02
2.770553e+00	7.415632e+00	3.044561e-02
2.775024e+00	7.445057e+00	3.049101e-02
2.779496e+00	7.467582e+00	3.053112e-02
2.783967e+00	7.418822e+00	3.042474e-02
2.788438e+00	7.431021e+00	3.042192e-02
2.792909e+00	7.419216e+00	3.036693e-02
2.797381e+00	7.421189e+00	3.037622e-02
2.801852e+00	7.411460e+00	3.032978e-02
2.806323e+00	7.395154e+00	3.028435e-02
2.810794e+00	7.400269e+00	3.027151e-02
2.815266e+00	7.416583e+00	3.027394e-02
2.819737e+00	7.380029e+00	3.017565e-02
2.824208e+00	7.432861e+00	3.029347e-02
2.828679e+00	7.407920e+00	3.022894e-02
2.833151e+00	7.306991e+00	2.997405e-02
2.837622e+00	7.403466e+00	3.019663e-02
2.842093e+00	7.412570e+00	3.019405e-02
2.846564e+00	7.365419e+00	3.002873e-02
2.851036e+00	7.351954e+00	2.998018e-02
2.855507e+00	7.361494e+00	3.002632e-02
2.859978e+00	7.372080e+00	3.004846e-02
2.864449e+00	7.392644e+00	3.005896e-02
2.868921e+00	7.354403e+00	2.993263e-02
2.873392e+00	7.345442e+00	2.990865e-02
2.877863e+00	7.362264e+00	2.996365e-02
2.882334e+00	7.395892e+00	3.002868e-02
2.886806e+00	7.354633e+00	2.990071e-02
2.891277e+00	7.295070e+00	2.973612e-02
2.895748e+00	7.331386e+00	2.982405e-02
2.900219e+00	7.336502e+00	2.985038e-02
2.904691e+00	7.296947e+00	2.973550e-02
2.909162e+00	7.275055e+00	2.963498e-02
2.913633e+00	7.333814e+00	2.975511e-02
2.918104e+00	7.318734e+00	2.971447e-02
2.922576e+00	7.324924e+00	2.970734e-02
2.927047e+00	7.328619e+00	2.970329e-02
2.931518e+00	7.248156e+00	2.950956e-02
2.935989e+00	7.236659e+00	2.948124e-02
2.940461e+00	7.293814e+00	2.958371e-02
2.944932e+00	7.288883e+00	2.957063e-02
2.949403e+00	7.275281e+00	2.952922e-02
2.953874e+00	7.340404e+00	2.965615e-02
2.958346e+00	7.285882e+00	2.950477e-02
2.962817e+00	7.323640e+00	2.955304e-02
2.967288e+00	7.283877e+00	2.944862e-02
2.971759e+00	7.317632e+00	2.956494e-02
2.976231e+00	7.241397e+00	2.940420e-02
2.980702e+00	7.229804e+00	2.931844e-02
2.985173e+00	7.246718e+00	2.931660e-02
2.989644e+00	7.254315e+00	2.934605e-02
2.994116e+00	7.234139e+00	2.929754e-02
2.998587e+00	7.210145e+00	2.922638e-02
3.003058e+00	7.200180e+00	2.919259e-02
3.007529e+00	7.196463e+00	2.915254e-02
3.012001e+00	7.204369e+00	2.917796e-02
3.016472e+00	7.170231e+00	2.911194e-02
3.020943e+00	7.193553e+00	2.910741e-02
3.025415e+00	7.233590e+00	2.914411e-02
3.029886e+00	7.244630e+00	2.919009e-02
3.034357e+00	7.155200e+00	2.899389e-02
3.038828e+00	7.190125e+00	2.906298e-02
3.043300e+00	7.162210e+00	2.897753e-02
3.047771e+00	7.153631e+00	2.894717e-02
3.052242e+00	7.168104e+00	2.896749e-02
3.056713e+00	7.151623e+00	2.896506e-02
3.061185e+00	7.118978e+00	2.942039e-02
3.065656e+00	7.059208e+00	2.964138e-02
3.070127e+00	7.170842e+00	3.014223e-02
3.074598e+00	7.050986e+00	3.004516e-02
3.079070e+00	7.098848e+00	3.037548e-02
3.083541e+00	7.054060e+00	3.046644e-02
3.088012e+00	7.023811e+00	3.054296e-02
3.092483e+00	6.952994e+00	3.049917e-02
3.096955e+00	6.991641e+00	3.072605e-02
3.101426e+00	6.955424e+00	3.077183e-02
3.105897e+00	7.018823e+00	3.106324e-02
3.110368e+00	7.012692e+00	3.115972e-02
3.114840e+00	6.907117e+00	3.101197e-02
3.119311e+00	6.975394e+00	3.129470e-02
3.123782e+00	6.875760e+00	3.116867e-02
3.128253e+00	6.902380e+00	3.137049e-02
3.132725e+00	6.906479e+00	3.145459e-02
3.137196e+00	6.938391e+00	3.163404e-02
3.141667e+00	6.921947e+00	3.168232e-02
3.146138e+00	6.846087e+00	3.158510e-02
3.150610e+00	6.838948e+00	3.168545e-02
3.155081e+00	6.852766e+00	3.181088e-02
3.159552e+00	6.855203e+00	3.191002e-02
3.164023e+00	6.798146e+00	3.184221e-02
3.168495e+00	6.774981e+00	3.186329e-02
3.172966e+00	6.768798e+00	3.197185e-02
3.177437e+00	6.764603e+00	3.206277e-02
3.181908e+00	6.714019e+00	3.197787e-02
3.186380e+00	6.683364e+00	3.194481e-02
3.190851e+00	6.758259e+00	3.222454e-02
3.195322e+00	6.763833e+00	3.228758e-02
3.199793e+00	6.715451e+00	3.218592e-02
3.204265e+00	6.734585e+00	3.227580e-02
3.208736e+00	6.747732e+00	3.232783e-02
3.213207e+00	6.686683e+00	3.219206e-02
3.217678e+00	6.676486e+00	3.220247e-02
3.222150e+00	6.683553e+00	3.224777e-02
3.226621e+00	6.726466e+00	3.237932e-02
3.231092e+00	6.663650e+00	3.219701e-02
3.235563e+00	6.661347e+00	3.220864e-02
3.240035e+00	6.633646e+00	3.217860e-02
3.244506e+00	6.696139e+00	3.274503e-02
3.248977e+00	6.733670e+00	3.370208e-02
3.253448e+00	6.671451e+00	3.382771e-02
3.257920e+00	6.734114e+00	3.434262e-02
3.262391e+00	6.779323e+00	3.485354e-02
3.266862e+00	6.809393e+00	3.530187e-02
3.271333e+00	6.818551e+00	3.564095e-02
3.275805e+00	6.816756e+00	3.590969e-02
3.280276e+00	6.823771e+00	3.619910e-02
3.284747e+00	6.832700e+00	3.647657e-02
3.289218e+00	6.849244e+00	3.679669e-02
3.293690e+00	6.856410e+00	3.709010e-02
3.298161e+00	6.907760e+00	3.752080e-02
3.302632e+00	6.893640e+00	3.774250e-02
3.307104e+00	6.972718e+00	3.822509e-02
3.311575e+00	6.939658e+00	3.836089e-02
3.316046e+00	6.905410e+00	3.854634e-02
3.320517e+00	6.967461e+00	3.904074e-02
3.324989e+00	6.964809e+00	3.924781e-02
3.329460e+00	6.977425e+00	3.953146e-02
3.333931e+00	7.014288e+00	3.989231e-02
3.338402e+00	7.047438e+00	4.023424e-02
3.342874e+00	7.035822e+00	4.045936e-02
3.347345e+00	7.036562e+00	4.074340e-02
3.351816e+00	7.058885e+00	4.107451e-02
3.356287e+00	7.085991e+00	4.138328e-02
3.360759e+00	7.090642e+00	4.154422e-02
3.365230e+00	7.090767e+00	4.167730e-02
3.369701e+00	7.076431e+00	4.173585e-02
3.374172e+00	7.036129e+00	4.176531e-02
3.378644e+00	7.076812e+00	4.209225e-02
3.383115e+00	7.096267e+00	4.240918e-02
3.387586e+00	7.066375e+00	4.257298e-02
3.392057e+00	7.090940e+00	4.288797e-02
3.396529e+00	7.089481e+00	4.316038e-02
3.401000e+00	7.126228e+00	4.352647e-02
3.405471e+00	7.155972e+00	4.386896e-02
3.409942e+00	7.214817e+00	4.434788e-02
3.414414e+00	7.207512e+00	4.456618e-02
3.418885e+00	7.195971e+00	4.474770e-02
3.423356e+00	7.273484e+00	4.528491e-02
3.427827e+00	7.098698e+00	4.494689e-02
3.432299e+00	7.224278e+00	4.571719e-02
3.436770e+00	7.259621e+00	4.610323e-02
3.441241e+00	7.284492e+00	4.645885e-02
3.445712e+00	7.202326e+00	4.643921e-02
3.450184e+00	7.279052e+00	4.700404e-02
3.454655e+00	7.296839e+00	4.730541e-02
3.459126e+00	7.390994e+00	4.793910e-02
3.463597e+00	7.269945e+00	4.779159e-02
3.468069e+00	7.287554e+00	4.816994e-02
3.472540e+00	7.328582e+00	4.858694e-02
3.477011e+00	7.310425e+00	4.881831e-02
3.481482e+00	7.320387e+00	4.915247e-02
3.485954e+00	7.421791e+00	4.980388e-02
3.490425e+00	7.425001e+00	5.009088e-02
3.494896e+00	7.481071e+00	5.061565e-02
3.499367e+00	7.432264e+00	5.059382e-02
3.503839e+00	7.484910e+00	5.100533e-02
3.508310e+00	7.400481e+00	5.087947e-02
3.512781e+00	7.363513e+00	5.089953e-02
3.517252e+00	7.402344e+00	5.122238e-02
3.521724e+00	7.421304e+00	5.147300e-02
3.526195e+00	7.390488e+00	5.157326e-02
3.530666e+00	7.373279e+00	5.169216e-02
3.535137e+00	7.398294e+00	5.193247e-02
3.539609e+00	7.407830e+00	5.210174e-02
3.544080e+00	7.492794e+00	5.258743e-02
3.548551e+00	7.511008e+00	5.284936e-02
3.553022e+00	7.522128e+00	5.313469e-02
3.557494e+00	7.366045e+00	5.267970e-02
3.561965e+00	7.372866e+00	5.284993e-02
3.566436e+00	7.406781e+00	5.318397e-02
3.570908e+00	7.390880e+00	5.334185e-02
3.575379e+00	7.351130e+00	5.342802e-02
3.579850e+00	7.366116e+00	5.366536e-02
3.584321e+00	7.388153e+00	5.386895e-02
3.588793e+00	7.415668e+00	5.418303e-02
3.593264e+00	7.317908e+00	5.398272e-02
3.597735e+00	7.365331e+00	5.444759e-02
3.602206e+00	7.369867e+00	5.459480e-02
3.606678e+00	7.430518e+00	5.498771e-02
3.611149e+00	7.343740e+00	5.484289e-02
3.615620e+00	7.458489e+00	5.557422e-02
3.620091e+00	7.387703e+00	5.549883e-02
3.624563e+00	7.441473e+00	5.589710e-02
3.629034e+00	7.399099e+00	5.588691e-02
3.633505e+00	7.351156e+00	5.591159e-02
3.637976e+00	7.298739e+00	5.596700e-02
3.642448e+00	7.307476e+00	5.620601e-02
3.646919e+00	7.365822e+00	5.662797e-02
3.651390e+00	7.433783e+00	5.714346e-02
3.655861e+00	7.365604e+00	5.700699e-02
3.660333e+00	7.408884e+00	5.736423e-02
3.664804e+00	7.318916e+00	5.716276e-02
3.669275e+00	7.393691e+00	5.768032e-02
3.673746e+00	7.382795e+00	5.784980e-02
3.678218e+00	7.290396e+00	5.778018e-02
3.682689e+00	7.362150e+00	5.831906e-02
3.687160e+00	7.337233e+00	5.832408e-02
3.691631e+00	7.270172e+00	5.823717e-02
3.696103e+00	7.231119e+00	5.831021e-02
3.700574e+00	7.354030e+00	5.908311e-02
3.705045e+00	7.355426e+00	5.928427e-02
3.709516e+00	7.318295e+00	5.938623e-02
3.713988e+00	7.247306e+00	5.927584e-02
3.718459e+00	7.388288e+00	6.019268e-02
3.722930e+00	7.241090e+00	5.979282e-02
3.727401e+00	7.311939e+00	6.029747e-02
3.731873e+00	7.242187e+00	6.016739e-02
3.736344e+00	7.191917e+00	6.020565e-02
3.740815e+00	7.324651e+00	6.102428e-02
3.745286e+00	7.323841e+00	6.118427e-02
3.749758e+00	7.300813e+00	6.130985e-02
3.754229e+00	7.376129e+00	6.201398e-02
3.758700e+00	7.264886e+00	6.174621e-02
3.763171e+00	7.246888e+00	6.186230e-02
3.767643e+00	7.267082e+00	6.221754e-02
3.772114e+00	7.257750e+00	6.241371e-02
3.776585e+00	7.299767e+00	6.284908e-02
3.781056e+00	7.319976e+00	6.323481e-02
3.785528e+00	7.242881e+00	6.312388e-02
3.789999e+00	7.293846e+00	6.373037e-02
3.794470e+00	7.084969e+00	6.298177e-02
3.798941e+00	7.136947e+00	6.331543e-02
3.803413e+00	7.180059e+00	6.347008e-02
3.807884e+00	7.182034e+00	6.342159e-02
3.812355e+00	7.080820e+00	6.303317e-02
3.816826e+00	7.182863e+00	6.363583e-02
3.821298e+00	7.276766e+00	6.407900e-02
3.825769e+00	7.321815e+00	6.435312e-02
3.830240e+00	7.213963e+00	6.383999e-02
3.834712e+00	7.180271e+00	6.375822e-02
3.839183e+00	7.064329e+00	6.346657e-02
3.843654e+00	7.083427e+00	6.380878e-02
3.848125e+00	7.077521e+00	6.395143e-02
3.852597e+00	7.125419e+00	6.445929e-02
3.857068e+00	7.026398e+00	6.426093e-02
3.861539e+00	7.123427e+00	6.508984e-02
3.866010e+00	7.099432e+00	6.527402e-02
3.870482e+00	7.027090e+00	6.510017e-02
3.874953e+00	7.112112e+00	6.577784e-02
3.879424e+00	7.052167e+00	6.569490e-02
3.883895e+00	7.031078e+00	6.586698e-02
3.888367e+00	7.083836e+00	6.645960e-02
3.892838e+00	7.012300e+00	6.633997e-02
3.897309e+00	7.081427e+00	6.700027e-02
3.901780e+00	7.094141e+00	6.745565e-02
3.906252e+00	7.098013e+00	6.787717e-02
3.910723e+00	6.925680e+00	6.718760e-02
3.915194e+00	7.055989e+00	6.815992e-02
3.919665e+00	6.994683e+00	6.808847e-02
3.924137e+00	6.862141e+00	6.770281e-02
3.928608e+00	6.906230e+00	6.824610e-02
3.933079e+00	7.039637e+00	6.927387e-02
3.937550e+00	7.089491e+00	6.996877e-02
3.942022e+00	6.960477e+00	6.967568e-02
3.946493e+00	6.854359e+00	6.939026e-02
3.950964e+00	6.923717e+00	7.010940e-02
3.955435e+00	6.806387e+00	6.966686e-02
3.959907e+00	6.886301e+00	7.038831e-02
3.964378e+00	6.842361e+00	7.055525e-02
3.968849e+00	6.941985e+00	7.160842e-02
3.973320e+00	6.905881e+00	7.168578e-02
3.977792e+00	6.969396e+00	7.235587e-02
3.982263e+00	6.961117e+00	7.262553e-02
3.986734e+00	6.927232e+00	7.274954e-02
3.991205e+00	6.788946e+00	7.236409e-02
3.995677e+00	6.981293e+00	7.408552e-02
4.000148e+00	6.734009e+00	7.283650e-02
4.004619e+00	6.908660e+00	7.428505e-02
4.009090e+00	6.836926e+00	7.429982e-02
4.013562e+00	6.745966e+00	7.410909e-02
4.018033e+00	6.795455e+00	7.477280e-02
4.022504e+00	6.764385e+00	7.490872e-02
4.026975e+00	6.907859e+00	7.629622e-02
4.031447e+00	6.871335e+00	7.647427e-02
4.035918e+00	6.793710e+00	7.638315e-02
4.040389e+00	6.755182e+00	7.674921e-02
4.044860e+00	6.822214e+00	7.765572e-02
4.049332e+00	6.817920e+00	7.788327e-02
4.053803e+00	6.754646e+00	7.784843e-02
4.058274e+00	6.818191e+00	7.881518e-02
4.062745e+00	6.551609e+00	7.758395e-02
4.067217e+00	6.579942e+00	7.825299e-02
4.071688e+00	6.552210e+00	7.839248e-02
4.076159e+00	6.665763e+00	7.978079e-02
4.080630e+00	6.632649e+00	8.020671e-02
4.085102e+00	6.819014e+00	8.199942e-02
4.089573e+00	6.633364e+00	8.104324e-02
4.094044e+00	6.600040e+00	8.131233e-02
4.098516e+00	6.659329e+00	8.220652e-02
4.102987e+00	6.628030e+00	8.246471e-02
4.107458e+00	6.559563e+00	8.256553e-02
4.111929e+00	6.605793e+00	8.350026e-02
4.116401e+00	6.692684e+00	8.473855e-02
4.120872e+00	6.631293e+00	8.494581e-02
4.125343e+00	6.596078e+00	8.519304e-02
4.129814e+00	6.562039e+00	8.552679e-02
4.134286e+00	6.504793e+00	8.572412e-02
4.138757e+00	6.592854e+00	8.707844e-02
4.143228e+00	6.497828e+00	8.688281e-02
4.147699e+00	6.431154e+00	8.704218e-02
4.152171e+00	6.532964e+00	8.852971e-02
4.156642e+00	6.597980e+00	8.951482e-02
4.161113e+00	6.531002e+00	8.975033e-02
4.165584e+00	6.438478e+00	8.962096e-02
4.170056e+00	6.572382e+00	9.155504e-02
4.174527e+00	6.408712e+00	9.090775e-02
4.178998e+00	6.521619e+00	9.240527e-02
4.183469e+00	6.458316e+00	9.278858e-02
4.187941e+00	6.365685e+00	9.277599e-02
4.192412e+00	6.511256e+00	9.475725e-02
4.196883e+00	6.474256e+00	9.516419e-02
4.201354e+00	6.612495e+00	9.719571e-02
4.205826e+00	6.580151e+00	9.769414e-02
4.210297e+00	6.293265e+00	9.589392e-02
4.214768e+00	6.667067e+00	1.002424e-01
4.219239e+00	6.370946e+00	9.840976e-02
4.223711e+00	6.530142e+00	1.007565e-01
4.228182e+00	6.556897e+00	1.020098e-01
4.232653e+00	6.606655e+00	1.034848e-01
4.237124e+00	6.492277e+00	1.033618e-01
4.241596e+00	6.448788e+00	1.038174e-01
4.246067e+00	6.323350e+00	1.038202e-01
4.250538e+00	6.577161e+00	1.077834e-01
4.255009e+00	6.231626e+00	1.055990e-01
4.259481e+00	6.490974e+00	1.091740e-01
4.263952e+00	6.367920e+00	1.091934e-01
4.268423e+00	6.255420e+00	1.093288e-01
4.272894e+00	6.240597e+00	1.103499e-01
4.277366e+00	6.498207e+00	1.140553e-01
4.281837e+00	6.403476e+00	1.144274e-01
4.286308e+00	6.336768e+00	1.154276e-01
4.290779e+00	6.251747e+00	1.159949e-01
4.295251e+00	6.650362e+00	1.215029e-01
4.299722e+00	6.255179e+00	1.189343e-01
4.304193e+00	6.367257e+00	1.219132e-01
4.308664e+00	6.368675e+00	1.235503e-01
4.313136e+00	6.136924e+00	1.225255e-01
4.317607e+00	6.331343e+00	1.266163e-01
4.322078e+00	6.221421e+00	1.271249e-01
4.326549e+00	6.418105e+00	1.317736e-01
4.331021e+00	6.188911e+00	1.313478e-01
4.335492e+00	6.138529e+00	1.328628e-01
4.339963e+00	6.252637e+00	1.363069e-01
4.344434e+00	6.219997e+00	1.382659e-01
4.348906e+00	6.280585e+00	1.420370e-01
4.353377e+00	6.188285e+00	1.430923e-01
4.357848e+00	6.339680e+00	1.477439e-01
4.362320e+00	6.288420e+00	1.502788e-01
4.366791e+00	5.985066e+00	1.495063e-01
4.371262e+00	6.330951e+00	1.580993e-01
4.375733e+00	6.291862e+00	1.610386e-01
4.380205e+00	6.281469e+00	1.647840e-01
4.384676e+00	6.284557e+00	1.694634e-01
4.389147e+00	6.269111e+00	1.737154e-01
4.393618e+00	6.338575e+00	1.795468e-01
4.398090e+00	6.138791e+00	1.810721e-01
4.402561e+00	6.148073e+00	1.872182e-01
4.407032e+00	6.293598e+00	1.966744e-01
4.411503e+00	5.943916e+00	1.966392e-01
4.415975e+00	6.252091e+00	2.113861e-01
4.420446e+00	5.809682e+00	2.118995e-01
4.424917e+00	5.693194e+00	2.183675e-01
4.429388e+00	6.056003e+00	2.373094e-01
4.433860e+00	6.035301e+00	2.499668e-01
4.438331e+00	6.476068e+00	2.768454e-01
4.442802e+00	6.704224e+00	3.045701e-01
4.447273e+00	6.106423e+00	3.145527e-01
4.451745e+00	5.977358e+00	3.439545e-01
4.456216e+00	5.689693e+00	3.809330e-01
4.460687e+00	6.016051e+00	4.650559e-01
4.465158e+00	5.511086e+00	5.668445e-01
4.469630e+00	6.154987e+00	1.061513e+00
